수익률,위험도
1.893939394,23.80064213
1.895734597,19.97113584
5.106382979,18.44899128
2.259887006,47.15938167
0.418410042,40.90813005
1.415701416,49.23614682
1.261410788,91.42654628
0.191358025,28.06951695
0.466439135,18.43455536
3.430079156,54.96382319
3.206997085,30.16640018
2.23325062,25.11854967
0.625,35.69694014
1.141552511,49.81738086
4.651162791,13.98298522
0.207900208,120.9723009
2.409638554,19.01163231
1.12962963,90.78159741
1.101321586,64.05708635
1.293532338,28.2668927
5.737704918,20.6414459
0.766283525,60.1886441
3.058103976,32.66159347
0.747126437,35.89589247
0.702875399,27.2458733
2.840909091,16.0477327
2.024291498,26.64455592
0.631313131,47.95360435
7.168458781,36.03613337
3.112033195,27.86009312
1.347708895,21.34157362
0.662251656,39.22791959
0.170212766,75.8401025
1.107419712,46.61889328
1.132075472,53.81830384
1.851851852,37.02299344
26.12903226,16.71108307
4.194756554,12.20008875
2.46659815,21.63804229
1.503759398,40.01089288
2.279202279,31.48998205
1.990049751,37.98058079
3.401360544,35.40995785
2.040816327,22.87578726
1.634472511,32.38509756
0.299850075,46.86745256
1.016702977,36.00693351
1.186440678,114.5991314
0.406917599,87.02085889
1.772151899,40.78076818
1.646090535,42.64129254
0.774193548,38.20129926
2.59009009,21.99393093
0.619578686,63.47387111
0.561797753,60.09982773
1.312335958,18.91983361
4.18204182,32.25004803
1.052631579,22.2478599
3.761755486,55.90253553
0.411214953,24.75251294
2.105263158,19.93945189
1.431492843,42.42648828
0.664451827,32.29542028
0.738916256,57.42484206
1.520912548,39.98114988
2.02020202,18.27051571
3.155339806,111.9159751
1.958041958,29.15220831
3.07503075,24.15022845
0.796812749,81.44648612
0.491803279,95.30027072
4.734848485,18.13835634
4.283965728,44.93020581
1.923076923,28.38370305
3.75,35.50340615
0.538358008,29.69260614
1.653803749,18.4484915
3.735990037,19.85614168
0.763358779,51.10414511
6.211180124,20.15121614
3.636363636,18.45913998
1.428571429,32.60753679
0.25974026,28.57417091
2.453102453,46.59497137
2.588996764,48.81124752
1.220159151,18.38692297
0.46728972,40.94525835
0.998003992,25.7691587
0.975609756,34.7493711
0.158227848,37.53961478
0.801603206,76.10826788
2.59965338,27.28946741
1.560283688,38.40541976
1.832797428,26.01977675
0.789889415,67.06495914
1.417004049,39.27209961
6.825938567,31.30940163
1.445086705,48.26774733
0.366972477,45.18723559
2.063273728,15.81521573
3.105590062,42.5053547
1.073253833,27.2577453
5.917159763,25.14227633
3.012048193,10.42463304
0.99009901,62.00828133
1.620745543,27.19004587
1.380897583,59.02203932
2.054794521,64.45412363
0.967741935,78.56464592
1.70575693,39.5157704
1.536772777,35.53925509
1.567398119,40.83135474
1.041666667,35.63279175
2.096436059,31.4588564
1.10864745,78.24780585
1.246882793,30.5387258
5.136986301,31.8607915
1.337792642,26.79980337
1.344537815,49.67748716
0.99009901,59.86430442
4.441624365,37.20471482
0.875273523,43.20011766
2.906976744,26.71035079
1.072961373,32.20688684
6.541737649,15.21464027
5.92689295,14.56159453
1.717791411,9.69324379
1.628664495,48.00908189
3.797468354,17.50489258
0.903119869,42.4913715
4.207573633,18.86171534
0.367647059,51.701847
3.333333333,29.22501244
4.912280702,36.29774836
3.316749585,30.90551303
0.25,81.56587714
2.021563342,21.38873403
4.991680532,57.143727
0.526315789,30.63903956
0.611995104,129.4471743
6.578947368,24.06425545
3.070175439,24.06425545
1.085271318,46.63622573
0.668151448,41.07098139
4.523809524,11.95657891
4.651162791,13.10882788
1.176470588,35.84375477
2.219755827,22.34158223
0.460122699,41.40826239
2.074688797,74.35517016
10.33797217,32.06092275
0.309023486,0
1.003344482,53.33873227
2.142857143,39.89444824
0.373831776,64.17973514
2.510460251,45.9259652
0.143712575,54.24527958
5.094130676,20.27113273
1.277955272,24.66545553
6.741573034,64.54437113
0.891364903,45.19183918
0.404040404,42.11529892
1.755027422,10.2563642
0.386100386,95.97359238
3.6900369,33.33832167
0.500625782,36.8639836
4.646464646,21.30153845
1.685393258,47.61103273
1.845238095,25.23527892
0.109051254,29.70355655
2.06185567,62.05355959
1.092896175,42.64923549
1.231527094,50.83590496
1.257861635,33.00382206
1.711840228,39.42935849
6.19266055,18.77475783
1.278409091,105.7447288
0.374531835,61.356939
0.477707006,17.74745887
0.375510204,96.09992962
1.578947368,47.58734496
0.496688742,26.16785498
0.809716599,33.38270223
0.429799427,27.71990851
4.947976879,33.50253046
3.68852459,28.55418293
3.133903134,17.85212009
1.923076923,37.6048654
2.867383513,58.95825974
5.561172902,15.08369198
1.005867561,33.6508286
1.62601626,25.4962281
3.921568627,26.68776311
2.446982055,37.59478258
0.401404917,87.87549187
0.720720721,94.5802494
0.443490701,53.83566529
0.680272109,51.10235625
0.709219858,38.65398325
1,46.64979811
1.426024955,50.10933961
1.979345955,50.47601811
1.072961373,32.95072444
5.508474576,34.33782729
1.317715959,34.66592614
0.442477876,45.70457993
3.529411765,25.37278745
1.41509434,24.36906485
2.02020202,59.29956925
0.461052632,48.63051085
0.448430493,76.44961807
0.607533414,23.65084226
0.334448161,58.86539959
1.6,31.54132585
1.910828025,63.32061934
0.8,28.26293627
3.215434084,33.10519842
0.350230415,68.22833783
2.024291498,43.40133429
1.044386423,19.23802562
2.69541779,18.42074841
0.791139241,48.854176
0.656455142,27.09683475
2.699055331,38.11385118
1.939393939,32.4398229
0.67264574,44.62985326
1.035502959,22.72268969
1.218026797,44.27503682
1.759530792,30.95849626
4.587155963,14.70842236
1.981351981,34.95475132
0.873786408,58.3877736
2.61682243,36.5436468
0.485074627,37.9156444
0.837696335,50.6932446
2.611534276,19.84899183
1.503759398,93.89910932
1.672240803,24.64758696
3.10880829,24.74275727
0.879249707,42.62232666
1.840490798,26.71644414
6.408345753,12.52116829
0.366972477,48.73279043
0.398089172,0
4.550625711,56.38455559
0.649350649,18.28692027
1.928374656,30.28295178
3.770114943,29.03155745
0.641176471,10.10500079
0.321027287,68.4677963
1.724137931,55.59050488
1.353637902,21.0390357
0.225519288,47.47383968
1.167315175,26.07367287
0.745454545,29.61561096
0.530503979,64.35129685
4.312668464,19.64600087
1.320132013,44.1387799
2.941176471,41.21711366
3.807106599,19.68865556
1.662468514,37.44203141
0.760456274,42.76829209
3.785488959,12.58654178
1.048951049,93.82607934
2.913752914,15.59488455
1.020408163,47.36814945
3.93081761,6.546113663
1.881533101,50.69046819
0.761904762,15.76701905
0.035724332,37.42931616
0.723684211,30.59634598
2.440633245,28.4175347
4.367816092,10.15649904
3.007518797,35.66816044
2.155172414,17.83456779
1.74863388,28.09172417
1.182033097,111.2021594
3.773584906,15.87476137
3.861003861,30.60795014
0.241545894,67.123339
0.265957447,85.12097638
1.092896175,92.79873279
1.935483871,47.77698451
0.605449041,26.7828271
2.629107981,23.97524541
3.161222339,38.18747158
3.837953092,35.9801296
4.545454545,25.91086535
2.457627119,12.7854365
0.699300699,33.95433735
0.46361186,22.82794207
0.27027027,64.37079678
3.54767184,60.51671719
4.634581105,11.26004541
2.430939227,30.29332793
1.62601626,42.67181328
0.907590759,47.55546315
2.948113208,15.56580298
4.863221884,23.83688856
3.908554572,25.95856324
4.510756419,32.08474625
1.851851852,23.5812462
5.405405405,20.42429229
0.461893764,21.45975701
3.727369542,29.45082599
1.136363636,70.35455528
7.19844358,32.11789316
0.172711572,35.90849391
2.159827214,74.81083874
0.539956803,21.10705181
3.009027081,63.67489789
1.068376068,57.35743099
10.54852321,7.695328993
1.960784314,11.65191413
3.946002077,43.9041723
0.181543116,45.76041747
0.840336134,80.87970001
5.497771174,32.54960281
2.403846154,25.5978312
3.239740821,30.72287808
4.807692308,9.577075113
0.791139241,55.58461663
0.743494424,47.06055646
1.131221719,22.50256182
3.293084523,26.52498495
2.105263158,149.5453066
1.253918495,23.34887938
1.842546064,21.67145925
1.649528706,45.04838569
0.667408231,30.63744552
1.287128713,13.29834662
2.721088435,46.9407038
1.724137931,59.23826416
4.847645429,17.0208365
3.381642512,33.15704445
1.051524711,19.62074742
6.675567423,29.33725648
2.379182156,37.98963384
0.573065903,29.02261316
0.606796117,54.82454676
5.063291139,16.53441966
0.70754717,20.48896507
0.503524673,55.88999293
0.236486486,110.1968552
2.181818182,42.33658252
0.972447326,53.16479302
2.281368821,24.5138237
1.856763926,31.96619802
1.442307692,34.15286046
0.953678474,31.68875692
1.941747573,34.48674907
1.252059308,23.45311022
0.078563412,145.2475965
0.995792426,65.8257345
0.578034682,55.44230528
1.618122977,28.40870536
4.935064935,36.95465358
3.829787234,41.67456574
4.135338346,12.96523319
0.860585198,26.24617278
1.393188854,27.6621639
0.463821892,25.59483495
2.242424242,17.94326287
1.995012469,32.62855278
0.527950311,31.4909126
1.434511435,90.40942307
1.551312649,41.47649268
0.803571429,54.32810129
1.086956522,27.02128445
1.322751323,38.70502755
3.471400394,40.18145375
4,47.3206517
0.487012987,23.32218869
1.121076233,54.00194449
1.62037037,24.10453456
1.662971175,18.96872625
6.507592191,18.2585357
1.134751773,77.22767037
2.875,46.61720336
1.612903226,19.04263703
1.567398119,103.9454193
3.276539974,23.11370516
0.613496933,44.9441653
1.666666667,42.83073039
2.641509434,21.82251685
1.5,19.22703232
0.572916667,63.24938195
1.189060642,19.87222211
0.261096606,39.68446107
0.8640553,26.38870199
2.150537634,37.53312003
2.558635394,26.62086856
1.449275362,28.72327211
3.246753247,20.06712678
0.710900474,72.29020027
1.27388535,24.23298107
4.184100418,16.87484678
0.973574409,54.66926519
1.268498943,50.98100891
0.777202073,42.12409005
0.861878453,46.16525437
2.389078498,15.95478141
2.422907489,39.56935654
1.354166667,37.97091254
0.952380952,34.45540883
1.712062257,53.26058202
0.388198758,42.34151073
1.355932203,33.55550583
0.217391304,51.9643704
1.965811966,25.23995715
1.147776184,19.19039945
0.303030303,43.55400011
1.916757941,31.63882979
1.904761905,34.28523551
0.141442716,46.91288608
4.683840749,27.65713772
3.861003861,73.41015722
1.643835616,62.38320775
1.793721973,55.34516799
1.699029126,26.75054833
0.468384075,41.66572957
9.246781116,10.33383539
0.845665962,46.87971565
0.149253731,44.11204465
0.996677741,68.84446184
0.74906367,67.43618374
2.3885918,56.31655542
0.970873786,40.00769425
2.777777778,33.4655362
1.937984496,20.38274724
0.463678516,36.95519897
0.54200542,16.31028792
0.366748166,43.89110176
5.464480874,24.57694979
4.692082111,14.62752179
1.344537815,31.78897579
1.79028133,39.82222342
2.414486922,91.60664336
4.755244755,33.40795495
5.221932115,7.939414187
1.408450704,59.15329007
0.044964029,49.41161819
4.347826087,19.4373049
7.860262009,17.84683189
2.932761087,36.07164561
2.404371585,22.9616325
0.122100122,34.22894332
0.63559322,35.47797066
0.457665904,63.12875752
1.140065147,32.85295566
3.888024883,14.06909429
4.336734694,30.93725796
4.814814815,22.20169422
0.985221675,52.67384421
0.729927007,23.30602162
0.111111111,76.96985826
4.045307443,38.30841712
2.72479564,59.61612515
2.208201893,37.6427066
3.008849558,24.64672429
4.864864865,14.18814577
1.090909091,41.07770537
0.68212824,24.57720168
6.269592476,14.72082683
3.553299492,29.34912025
1.020408163,30.3642467
2.042900919,48.65414853
0.289256198,36.1328711
2.316602317,39.64445257
1.914893617,38.96733146
6.930693069,27.30298308
1.869158879,21.10349074
5.797101449,27.73750463
2.673796791,31.32884642
1.043219076,46.35680269
1.457725948,42.00020688
0.923076923,38.33770599
0.878378378,90.2272271
0.787401575,42.10424362
5.727923628,34.1897337
3.422982885,13.75873083
3.008130081,18.66928
5.333333333,25.76782764
1.754385965,25.09720323
1.67539267,15.69247201
1.52284264,31.32095458
0.980392157,46.07432084
1.081081081,38.07263698
1.536885246,40.14016303
3.144654088,18.2756476
2.719298246,34.09961204
0.321543408,48.78253496
1.79910045,22.21642279
0.490196078,47.36721827
2.302158273,45.95040036
1.090909091,47.65416424
2.276422764,29.96405194
0.923076923,20.16381945
0.863930886,33.00486072
3.703703704,46.41478262
2.1875,37.03485711
0.736,37.59481899
