,Date,High,Low,Open,Close,Volume
0,2020-04-22,627.0,602.0,618.0,614.0,2887438.0
1,2020-04-23,647.0,618.0,634.0,619.0,4087194.0
2,2020-04-24,630.0,597.0,618.0,608.0,2453733.0
3,2020-04-27,584.0,466.0,560.0,479.0,22212456.0
4,2020-04-28,513.0,431.0,487.0,470.0,17971005.0
5,2020-04-29,478.0,450.0,475.0,456.0,8033355.0
6,2020-05-04,589.0,450.0,460.0,533.0,61105164.0
7,2020-05-06,615.0,541.0,550.0,575.0,32410309.0
8,2020-05-07,665.0,591.0,605.0,624.0,32675194.0
9,2020-05-08,691.0,604.0,631.0,634.0,31810327.0
10,2020-05-11,655.0,615.0,634.0,620.0,10429844.0
11,2020-05-12,620.0,572.0,612.0,590.0,7290949.0
12,2020-05-13,640.0,570.0,587.0,590.0,8145901.0
13,2020-05-14,594.0,576.0,583.0,579.0,3524664.0
14,2020-05-15,585.0,566.0,580.0,575.0,2794414.0
15,2020-05-18,575.0,546.0,569.0,552.0,3475811.0
16,2020-05-19,586.0,550.0,563.0,564.0,3899677.0
17,2020-05-20,582.0,560.0,562.0,578.0,3268614.0
18,2020-05-21,611.0,579.0,587.0,600.0,5836211.0
19,2020-05-22,637.0,561.0,605.0,590.0,18513679.0
20,2020-05-25,595.0,580.0,586.0,586.0,3237514.0
21,2020-05-26,593.0,580.0,587.0,589.0,3274349.0
22,2020-05-27,714.0,574.0,592.0,623.0,63039360.0
23,2020-05-28,650.0,582.0,617.0,593.0,14857693.0
24,2020-05-29,564.0,512.0,528.0,526.0,17441550.0
25,2020-06-01,553.0,521.0,525.0,550.0,6860970.0
26,2020-06-02,646.0,580.0,646.0,588.0,23966209.0
27,2020-06-03,607.0,578.0,591.0,592.0,7860317.0
28,2020-06-04,603.0,571.0,597.0,573.0,5281395.0
29,2020-06-05,629.0,563.0,572.0,593.0,16094795.0
30,2020-06-08,614.0,593.0,602.0,598.0,4660563.0
31,2020-06-09,611.0,578.0,595.0,588.0,4004895.0
32,2020-06-10,596.0,580.0,596.0,588.0,2238748.0
33,2020-06-11,619.0,580.0,588.0,594.0,8784093.0
34,2020-06-12,590.0,551.0,578.0,569.0,5219059.0
35,2020-06-15,574.0,526.0,574.0,528.0,3460813.0
36,2020-06-16,557.0,537.0,537.0,544.0,1564268.0
37,2020-06-17,554.0,528.0,536.0,533.0,2561640.0
38,2020-06-18,546.0,527.0,533.0,535.0,1141288.0
39,2020-06-19,562.0,530.0,530.0,548.0,2603582.0
40,2020-06-22,551.0,538.0,545.0,544.0,1492965.0
41,2020-06-23,547.0,526.0,541.0,528.0,2236795.0
42,2020-06-24,536.0,513.0,528.0,525.0,2948211.0
43,2020-06-25,520.0,482.0,510.0,495.0,4586516.0
44,2020-06-26,497.0,465.0,492.0,471.0,4797134.0
45,2020-06-29,472.0,430.0,471.0,440.0,3851341.0
46,2020-06-30,503.0,444.0,446.0,492.0,6226582.0
47,2020-07-01,505.0,449.0,504.0,450.0,4507891.0
48,2020-07-02,465.0,449.0,451.0,453.0,1283461.0
49,2020-07-03,465.0,450.0,460.0,452.0,1194187.0
50,2020-07-06,464.0,451.0,455.0,458.0,1354607.0
51,2020-07-07,463.0,442.0,463.0,446.0,1816382.0
52,2020-07-08,449.0,426.0,444.0,429.0,2360842.0
53,2020-07-09,439.0,425.0,429.0,428.0,1809813.0
54,2020-07-10,426.0,386.0,425.0,399.0,6243956.0
55,2020-07-13,460.0,382.0,399.0,413.0,11607469.0
56,2020-07-14,415.0,400.0,408.0,401.0,3032857.0
57,2020-07-15,435.0,399.0,405.0,409.0,5207309.0
58,2020-07-16,445.0,408.0,415.0,428.0,5575277.0
59,2020-07-17,431.0,405.0,430.0,411.0,3827334.0
60,2020-07-20,413.0,396.0,405.0,401.0,2525053.0
61,2020-07-21,426.0,398.0,401.0,424.0,4570943.0
62,2020-07-22,432.0,402.0,425.0,404.0,3296847.0
63,2020-07-23,414.0,399.0,404.0,406.0,3082545.0
64,2020-07-24,418.0,399.0,402.0,406.0,3224404.0
65,2020-07-27,403.0,394.0,401.0,397.0,2205984.0
66,2020-07-28,397.0,382.0,395.0,387.0,3743626.0
67,2020-07-29,392.0,382.0,390.0,386.0,1213429.0
68,2020-07-30,469.0,384.0,386.0,423.0,38902968.0
69,2020-07-31,421.0,395.0,421.0,396.0,6188368.0
70,2020-08-03,396.0,381.0,392.0,386.0,2665120.0
71,2020-08-04,395.0,380.0,386.0,389.0,1317677.0
72,2020-08-05,434.0,386.0,386.0,407.0,9946996.0
73,2020-08-06,428.0,410.0,411.0,416.0,4071407.0
74,2020-08-07,432.0,405.0,415.0,407.0,3600120.0
75,2020-08-10,0.0,0.0,0.0,407.0,0.0
76,2020-08-11,0.0,0.0,0.0,407.0,0.0
77,2020-08-12,0.0,0.0,0.0,407.0,0.0
78,2020-08-13,0.0,0.0,0.0,407.0,0.0
79,2020-08-14,0.0,0.0,0.0,407.0,0.0
80,2020-08-18,0.0,0.0,0.0,407.0,0.0
81,2020-08-19,0.0,0.0,0.0,407.0,0.0
