,index,High,Low,Open,Close,Volume
0,2020-04-22,3085.0,2965.0,3040.0,3060.0,43924.0
1,2020-04-23,3300.0,3065.0,3085.0,3290.0,204539.0
2,2020-04-24,3290.0,3065.0,3260.0,3190.0,87809.0
3,2020-04-27,3255.0,3190.0,3200.0,3215.0,36642.0
4,2020-04-28,3255.0,3145.0,3230.0,3185.0,49039.0
5,2020-04-29,3255.0,3160.0,3195.0,3190.0,28080.0
6,2020-05-04,3190.0,3015.0,3190.0,3150.0,23218.0
7,2020-05-06,3350.0,3155.0,3155.0,3280.0,83431.0
8,2020-05-07,3365.0,3245.0,3325.0,3350.0,93171.0
9,2020-05-08,3730.0,3360.0,3370.0,3520.0,744635.0
10,2020-05-11,3560.0,3415.0,3520.0,3530.0,97206.0
11,2020-05-12,3560.0,3400.0,3495.0,3530.0,73341.0
12,2020-05-13,3525.0,3445.0,3525.0,3495.0,39772.0
13,2020-05-14,3505.0,3400.0,3475.0,3400.0,41949.0
14,2020-05-15,3535.0,3420.0,3420.0,3525.0,56366.0
15,2020-05-18,3965.0,3310.0,3470.0,3420.0,1158588.0
16,2020-05-19,3485.0,3390.0,3440.0,3455.0,72824.0
17,2020-05-20,3585.0,3430.0,3430.0,3535.0,194949.0
18,2020-05-21,3635.0,3500.0,3600.0,3565.0,92899.0
19,2020-05-22,3630.0,3435.0,3595.0,3460.0,56508.0
20,2020-05-25,3540.0,3435.0,3460.0,3500.0,78322.0
21,2020-05-26,3585.0,3460.0,3540.0,3570.0,86515.0
22,2020-05-27,3580.0,3480.0,3570.0,3515.0,63975.0
23,2020-05-28,3520.0,3320.0,3515.0,3435.0,89543.0
24,2020-05-29,3425.0,3345.0,3425.0,3380.0,69193.0
25,2020-06-01,3500.0,3380.0,3380.0,3500.0,55996.0
26,2020-06-02,3550.0,3470.0,3480.0,3500.0,45526.0
27,2020-06-03,3520.0,3475.0,3490.0,3510.0,85918.0
28,2020-06-04,3535.0,3475.0,3485.0,3500.0,37262.0
29,2020-06-05,3510.0,3470.0,3500.0,3500.0,17576.0
30,2020-06-08,3530.0,3460.0,3515.0,3480.0,51696.0
31,2020-06-09,3515.0,3430.0,3510.0,3435.0,40819.0
32,2020-06-10,3460.0,3390.0,3435.0,3440.0,47350.0
33,2020-06-11,3455.0,3280.0,3450.0,3320.0,85991.0
34,2020-06-12,3285.0,3080.0,3165.0,3230.0,100422.0
35,2020-06-15,3200.0,2885.0,3175.0,2940.0,136852.0
36,2020-06-16,3090.0,2940.0,2940.0,3075.0,71827.0
37,2020-06-17,3075.0,2955.0,3005.0,3055.0,59011.0
38,2020-06-18,3055.0,2970.0,3050.0,3050.0,90668.0
39,2020-06-19,3160.0,3040.0,3050.0,3150.0,71207.0
40,2020-06-22,3155.0,3040.0,3100.0,3110.0,34602.0
41,2020-06-23,3270.0,3085.0,3110.0,3250.0,67530.0
