idx,회사명,주당액면가액(원)당기,주당액면가액(원)전기,주당액면가액(원)전전기,(연결)당기순이익(백만원)당기,(연결)당기순이익(백만원)전기,(연결)당기순이익(백만원)전전기,(별도)당기순이익(백만원)당기,(별도)당기순이익(백만원)전기,(별도)당기순이익(백만원)전전기,주식 유형1,유형1 예측,유형1 당기,유형1 전기,유형1 전전기,주식 유형2,유형2 예측,유형2 당기,유형2 전기,유형2 전전기,주식 유형3,유형3 예측,유형3 당기,유형3 전기,유형3 전전기
1127,코오롱인더,5000,5000,5000,22122,42925,122736,13621,227680,72755,주당 현금배당금(원)보통주(1)당기,666,900,900,1100,주당 현금배당금(원)우선주(1)당기,716,950,950,1150,NULL,NULL,NULL,NULL,NULL
1128,한국컴퓨터,500,500,500,7582,-6041,-32,-2162,1409,5477,주당 현금배당금(원)보통주(1)당기,131,130,100,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1129,프럼파스트,500,500,500,1182,1647,4345,1928,2086,4652,주당 현금배당금(원)보통주(1)당기,100,NULL,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1130,진바이오텍,500,500,500,-27,2552,1847,-1678,-374,1093,주당 현금배당금(원)보통주(1)당기,30,30,30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1131,빅텍,200,200,200,NULL,NULL,NULL,1980,849,-1086,주당 현금배당금(원)보통주(1)당기,30,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1132,WISCOM,500,500,500,1076,1050,65,1376,897,495,주당 현금배당금(원)보통주(1)당기,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1133,경보제약,500,500,500,5285,13116,17963,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,-41,100,200,250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1134,에스퓨얼셀,500,500,5000,1487,1487,2789,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,50,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1135,선도전기,500,500,500,-2154,-820,1670,-1012,13,979,주당 현금배당금(원)보통주(1)당기,29,25,20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1136,한스바이오메드,500,500,500,9511,5076,8139,13879,3969,7555,주당 현금배당금(원)보통주(1)당기,136,120,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1137,삼천리자전거,500,500,500,-7753,-13977,3696,-9479,-17890,5414,주당 현금배당금(원)(1)당기,100,NULL,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1138,유한양행,5000,5000,5000,36612,58335,109637,53953,81494,110732,주당 현금배당금(원)보통주(1)당기,2000,2000,2000,2000,주당 현금배당금(원)우선주(1)당기,2050,2050,2050,2050,NULL,NULL,NULL,NULL,NULL
1139,금호석유화학,5000,5000,5000,294601,491221,213577,262497,182630,135422,주당 현금배당금(원)보통주(1)당기,2033,1500,1350,1000,주당 현금배당금(원)우선주(1)당기,2083,1550,1400,1050,NULL,NULL,NULL,NULL,NULL
1140,한독크린텍,500,500,500,4803,4165,2412,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,200,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1141,아나패스,500,500,500,-22210,-4210,679,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,33,100,250,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1142,이글루시큐리티,500,500,500,1981,8822,4183,2257,8603,4209,주당 현금배당금(원)보통주(1)당기,221,140,140,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1143,바이오스마트,500,500,500,19891,5135,4826,24519,4044,6283,주당 현금배당금(원)보통주(1)당기,63,63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1144,동국알앤에스,1000,1000,1000,2226,2898,2523,1148,2522,1721,주당 현금배당금(원)보통주(1)당기,80,80,80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1145,삼성출판사,500,500,500,4871,328,3376,1229,-832,1553,주당 현금배당금(원)(1)당기,41,100,100,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1146,지오씨,500,500,500,NULL,NULL,NULL,176,1121,352,주당 현금배당금(원)보통주(1)당기,25,NULL,25,NULL,주당 현금배당금(원)우선주(1)당기,25,NULL,25,NULL,NULL,NULL,NULL,NULL,NULL
1147,대원미디어,500,500,500,1100,2081,6236,-979,13257,6827,주당 현금배당금(원)보통주(1)당기,100,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1148,휴온스,500,500,500,37413,44595,34760,40647,43415,36413,주당 현금배당금(원)보통주(1)당기,849,700,800,600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1149,나이스디앤비,500,500,500,11280,9300,6414,9098,7840,4961,주당 현금배당금(원)보통주(1)당기,258,175,150,96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1150,TS트릴리온,100,100,100,3220,2589,2206,2971,2372,2206,주당 현금배당금(원)보통주(1)당기,28,20,10,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1151,피제이메탈,500,500,500,NULL,NULL,NULL,2112,3224,5352,주당 현금배당금(원)보통주(1)당기,100,100,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1152,엘엠에스,500,500,500,11110,6648,9487,8430,5403,-10697,주당 현금배당금(원)보통주(1)당기,333,250,150,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1153,케이씨텍,500,500,500,36867,54373,11169,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,246,200,270,180,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1154,핸즈코퍼레이션,500,500,500,6866,4206,23376,10246,-252,15432,주당 현금배당금(원)보통주(1)당기,155,130,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1155,삼목에스폼,500,500,500,NULL,NULL,NULL,13699,39536,35123,주당 현금배당금(원)보통주(1)당기,100,100,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1156,동일제강,500,500,500,NULL,NULL,NULL,1116,135,1371,주당 현금배당금(원)보통주(1)당기,10,10,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1157,E1,5000,5000,5000,-43167,78094,84416,16232,63906,63940,주당 현금배당금(원)보통주(1)당기,2366,2200,2000,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1158,컴투스,500,500,500,111844,129630,142375,115989,130287,140402,주당 현금배당금(원)보통주(1)당기,1400,1400,1400,1400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1159,KTis,500,500,500,9203,7901,8337,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,98,90,80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1160,동양이엔피,500,500,500,24359,4885,5238,27312,5931,1398,주당 현금배당금(원)보통주(1)당기,300,300,300,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1161,LG상사,5000,5000,5000,28575,-70365,60210,58886,-69929,62784,주당 현금배당금(원)보통주(1)당기,341,300,250,250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1162,삼성SDI,5000,5000,5000,356549,701166,657236,199669,525837,99537,주당 현금배당금(원)보통주(1)당기,1000,1000,1000,1000,주당 현금배당금(원)우선주(1)당기,1050,1050,1050,1050,NULL,NULL,NULL,NULL,NULL
1163,성신양회,5000,5000,5000,17378,16608,12119,17435,16664,12210,주당 현금배당금(원)보통주(1)당기,150,150,150,NULL,주당 현금배당금(원)우선주(1)당기,200,200,200,NULL,NULL,NULL,NULL,NULL,NULL
1164,JW신약,500,500,500,1444,-7523,-6083,-8695,-3160,-3454,주당 현금배당금(원)(1)당기,60,60,60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1165,한국수출포장공업,5000,5000,5000,18020,17293,-5272,17784,16999,-5421,주당 현금배당금(원)우선주(1)당기,716,600,600,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1166,엔피씨,500,500,500,14370,11849,11767,12063,10320,32309,주당 현금배당금(원)보통주(1)당기,110,100,95,90,주당 현금배당금(원)우선주(1)당기,115,105,100,95,NULL,NULL,NULL,NULL,NULL
1167,크리스탈신소재,579,559,536,22644,25152,28378,NULL,NULL,NULL,주당 현금배당금(원)(1)당기,28,NULL,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1168,녹십자,5000,5000,5000,-3638,34429,53247,11841,47932,54766,주당 현금배당금(원)보통주(1)당기,708,1000,1000,1250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1169,NH투자증권,5000,5000,5000,475517,360862,350109,430184,324146,354326,주당 현금배당금(원)보통주(1)당기,500,500,500,500,주당 현금배당금(원)우선주(1)당기,550,550,550,550,NULL,NULL,NULL,NULL,NULL
1170,삼진제약,1000,1000,1000,11881,24883,35113,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,800,800,800,800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1171,다우데이타,500,500,500,68249,33061,35808,11599,10529,7968,주당 현금배당금(원)보통주(1)당기,231,180,160,130,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1172,삼지전자,500,500,500,33948,29748,43666,-814,4222,9694,주당 현금배당금(원)보통주(1)당기,163,140,140,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1173,동서,500,500,500,136936,116591,122346,136936,116653,122251,주당 현금배당금(원)보통주(1)당기,700,700,700,700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1174,셀트리온헬스케어,1000,1000,1000,64962,11386,157439,61199,41349,132983,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1175,원일특강,500,500,500,9938,6715,7194,10101,5173,6713,주당 현금배당금(원)보통주(1)당기,198,150,120,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1176,에스에이엠티,500,500,500,37593,31851,29463,27654,24604,26257,주당 현금배당금(원)보통주(1)당기,171,140,130,110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1177,태림포장,500,500,500,18592,21998,6,14403,11942,437,주당 현금배당금(원)(1)당기,599,290,233,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1178,삼영무역,500,500,500,35836,28881,28504,31490,52234,14613,주당 현금배당금(원)보통주(1)당기,420,350,300,275,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1179,주성엔지니어링,500,500,500,26551,43786,42020,25747,43725,40534,주당 현금배당금(원)보통주(1)당기,45,70,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1180,아이앤씨,500,500,500,5725,1298,6264,3060,1626,5529,주당 현금배당금(원)보통주(1)당기,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1181,선광,1000,1000,1000,5004,10352,5917,2448,8560,12832,주당 현금배당금(원)보통주(1)당기,366,350,400,350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1182,풍산,5000,5000,5000,17618,61992,150558,15111,61992,148534,주당 현금배당금(원)보통주(1)당기,0,400,600,800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1183,풍산홀딩스,5000,5000,5000,23995,35014,67028,6894,14489,13654,주당 현금배당금(원)보통주(1)당기,1033,1400,1700,1800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1184,제너셈,500,500,500,NULL,NULL,NULL,3226,-6747,-5259,주당 현금배당금(원)보통주(1)당기,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1185,현대비앤지스틸,5000,5000,5000,21775,19441,19765,21678,19321,19678,주당 현금배당금(원)보통주(1)당기,100,100,100,100,주당 현금배당금(원)우선주(1)당기,150,150,150,150,NULL,NULL,NULL,NULL,NULL
1186,KTcs,500,500,500,7530,11401,7385,7379,11174,8266,주당 현금배당금(원)보통주(1)당기,83,80,90,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1187,신라교역,500,500,500,10314,40403,26513,10489,39566,21423,주당 현금배당금(원)의결권있는주식수(1)당기,500,500,500,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1188,신세계푸드,5000,5000,5000,4353,8513,20615,3411,7302,21056,주당 현금배당금(원)보통주(1)당기,750,750,750,750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1189,방림,500,5000,5000,5745,3009,7004,5643,2991,7004,주당 현금배당금(원)보통주(1)당기,-339,40,580,520,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1190,현대제철,5000,5000,5000,17105,398674,716090,32468,373478,726163,주당 현금배당금(원)보통주(1)당기,750,750,750,750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1191,화천기공,5000,5000,5000,7454,12657,8715,8002,12334,9459,주당 현금배당금(원)보통주(1)당기,1250,1250,1250,1250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1192,티엘아이,500,500,500,1371,-20672,-3595,2066,-20718,-13738,주당 현금배당금(원)(1)당기,80,100,NULL,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1193,하이록코리아,500,500,500,12890,11543,23518,12980,10600,23797,주당 현금배당금(원)보통주(1)당기,616,500,500,400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1194,풍강,500,500,500,1158,849,2648,1041,865,3024,주당 현금배당금(원)(1)당기,30,60,40,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1195,에코플라스틱,500,500,500,-824,-12263,-9030,2721,-5003,-274,주당 현금배당금(원)보통주(1)당기,30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1196,선진,500,500,500,21371,17920,53369,26837,19384,34762,주당 현금배당금(원)보통주(1)당기,50,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1197,경동제약,500,500,500,22831,5318,20226,19940,3487,20164,주당 현금배당금(원)보통주(1)당기,366,400,300,400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1198,에이스침대,1000,1000,5000,NULL,NULL,26470,44215,30309,27368,주당 현금배당금(원)보통주(1)당기,-1499,1100,1000,3300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1199,삼양통상,5000,5000,5000,44200,25295,24930,43043,26275,24441,주당 현금배당금(원)보통주(1)당기,1208,1000,750,750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1200,대한제당,2500,2500,2500,14431,9753,10810,15123,6617,7452,주당 현금배당금(원)보통주(1)당기,779,675,550,550,주당 현금배당금(원)우선주(1)당기,804,700,575,575,주당 현금배당금(원)우선주(3우B)(1)당기,804,700,575,575
1201,신화인터텍,500,500,500,9473,-5126,-2398,3110,-8124,-1866,주당 현금배당금(원)보통주(1)당기,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1202,스타플렉스,500,500,500,-6212,6498,-6605,-13466,851,-3920,주당 현금배당금(원)(1)당기,86,80,100,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1203,코웰패션,500,500,500,54431,53351,46658,50911,50251,44221,주당 현금배당금(원)(1)당기,161,100,40,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1204,이연제약,500,500,500,5940,1341,12887,6302,3883,12860,주당 현금배당금(원)보통주(1)당기,399,350,500,350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1205,코다코,500,500,500,-24143,-24969,-2359,-11580,-22064,7684,주당 현금배당금(원)보통주(1)당기,55,NULL,NULL,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1206,알루코,500,500,500,-6794,3266,12937,953,14144,10670,주당 현금배당금(원)보통주(1)당기,-49,NULL,25,50,주당 현금배당금(원)우선주(1)당기,-44,NULL,30,55,NULL,NULL,NULL,NULL,NULL
1207,넥센,500,500,500,113666,88542,81842,11176,31163,37984,주당 현금배당금(원)보통주(1)당기,84,80,75,75,주당 현금배당금(원)우선주(1)당기,89,85,80,80,NULL,NULL,NULL,NULL,NULL
1208,한글과컴퓨터,500,500,500,19263,6517,20175,17771,5709,20958,주당 현금배당금(원)보통주(1)당기,-99,NULL,200,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1209,오뚜기,5000,5000,5000,99795,160829,131273,95989,139427,104168,주당 현금배당금(원)(1)당기,8083,7500,7500,7000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1210,엘비세미콘,500,500,500,32574,15282,NULL,25848,9494,7973,주당 현금배당금(원)보통주식(1)당기,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1211,YTN,1000,1000,1000,-1515,691,4537,-1230,831,4537,주당 현금배당금(원)보통주(1)당기,1,10,20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1212,LG,5000,5000,5000,1079949,1863881,2395905,581161,552662,952754,주당 현금배당금(원)보통주(1)당기,3183,2200,2000,1300,주당 현금배당금(원)우선주(1)당기,3233,2250,2050,1350,NULL,NULL,NULL,NULL,NULL
1213,파라텍,500,500,500,-29633,242,12141,-29253,385,12190,주당 현금배당금(원)보통주(1)당기,50,NULL,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1214,한국가스공사,5000,5000,5000,58269,526745,-1205110,81614,305313,-1021611,주당 현금배당금(원)보통주(1)당기,-1579,380,1360,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1215,메리츠금융지주,500,500,500,398370,314170,370092,124561,129758,291960,주당 현금배당금(원)보통주(1)당기,558,550,470,520,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1216,하나금융지주,5000,5000,5000,2391584,2233325,2036839,1160092,1001685,513398,주당 현금배당금(원)보통주(1)당기,2675,2100,1900,1550,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1217,한국단자공업,500,500,500,31868,39605,49818,23649,33537,43923,주당 현금배당금(원)(1)당기,700,700,700,700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1218,세아베스틸,5000,5000,5000,19189,24810,126705,13292,17194,97300,주당 현금배당금(원)보통주(1)당기,-216,300,850,900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1219,KB금융,5000,5000,5000,3311828,3061191,3311438,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,2451,2210,1920,1920,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1220,현대종합상사,5000,5000,5000,16440,-8651,25143,15469,-7270,36314,주당 현금배당금(원)보통주식(1)당기,600,600,600,600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1221,현대글로비스,500,500,500,502323,437371,680499,376524,326615,634965,주당 현금배당금(원)보통주(1)당기,4016,3500,3300,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1222,세보엠이씨,500,500,500,-7586,21156,21596,-4882,23999,21300,주당 현금배당금(원)보통주(1)당기,83,150,300,250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1223,금강공업,1000,5000,5000,-4952,14872,23878,-6797,10842,21585,주당 현금배당금(원)보통주(1)당기,-269,80,500,500,주당 현금배당금(원)우선주(1)당기,-293,90,550,550,NULL,NULL,NULL,NULL,NULL
1224,키움증권,5000,5000,5000,362780,193226,240235,286002,190801,183324,주당 현금배당금(원)보통주(1)당기,2649,2000,1500,1300,주당 현금배당금(원)우선주(1)당기,4422,4422,4422,NULL,NULL,NULL,NULL,NULL,NULL
1225,한국항공우주,5000,5000,5000,170403,57188,-235186,175665,75576,-235471,주당 현금배당금(원)보통주(1)당기,799,400,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1226,한국석유공업,5000,5000,5000,-7591,4401,9728,-5398,4359,9735,주당 현금배당금(원)(1)당기,916,1500,1500,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1227,삼보판지,500,500,500,28761,59020,7151,5014,21240,7283,주당 현금배당금(원)보통주(1)당기,187,125,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1228,유성티엔에스,500,500,500,21726,12160,12028,4383,4387,4219,주당 현금배당금(원)(1)당기,15,15,15,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1229,네패스,500,500,500,30599,24875,6614,21053,21700,6297,주당 현금배당금(원)보 통 주(1)당기,411,270,100,100,주당 현금배당금(원)우 선 주(1)당기,408,245,75,56,NULL,NULL,NULL,NULL,NULL
1230,케어젠,500,500,500,28019,16252,18229,29038,16278,18020,주당 현금배당금(원)보통주(1)당기,3933,2800,600,1200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1231,이테크건설,5000,5000,5000,19385,35734,28963,27595,33505,13111,주당 현금배당금(원)(1)당기,2208,1500,1000,750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1232,에코프로,500,500,500,21284,39347,-6847,87446,61661,4958,주당 현금배당금(원)보통주(1)당기,300,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1233,엠케이전자,500,500,500,76913,133222,148037,1166,-10348,1931,주당 현금배당금(원)보통주(1)당기,-56,40,100,140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1234,삼보모터스,NULL,500,500,-15515,4275,6648,-22220,-1333,1086,주당 현금배당금(원)보통주(1)당기,70,NULL,70,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1235,MH에탄올,500,500,500,-525,-595,6747,-5005,6553,5903,주당 현금배당금(원)보통주(1)당기,350,350,350,350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1236,엔브이에이치코리아,500,500,500,9663,-17096,5091,5321,-10000,10730,주당 현금배당금(원)보통주(1)당기,-38,50,100,140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1237,필룩스,500,500,500,-11684,-11041,3726,-8142,-3383,3481,주당 현금배당금(원)보통주(1)당기,50,NULL,NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1238,리드코프,500,500,500,40586,31993,36218,30144,23551,29066,주당 현금배당금(원)보통주(1)당기,91,150,150,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1239,메리츠화재,500,500,500,300437,233818,383833,271182,260043,355139,주당 현금배당금(원)보통주(1)당기,501,850,820,1140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1240,예스24,500,500,500,-167,-5431,-279,1378,-8900,-976,주당 현금배당금(원)(1)당기,266,200,120,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1241,대한방직,1000,1000,5000,-15955,12434,-9604,-16134,3513,-16967,주당 현금배당금(원)(1)당기,300,NULL,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1242,영풍,5000,5000,5000,233025,110722,244597,76098,36553,59989,주당 현금배당금(원)보통주(1)당기,10000,10000,10000,10000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1243,유화증권,5000,5000,5000,NULL,NULL,NULL,6222,6004,7882,주당 현금배당금(원)보통주(1)당기,650,600,750,600,주당 현금배당금(원)종류주식(1)당기,700,650,800,650,NULL,NULL,NULL,NULL,NULL
1244,LIG넥스원,5000,5000,5000,3185,NULL,-9486,3185,4458,-9486,주당 현금배당금(원)보통주(1)당기,683,600,500,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1245,모토닉,500,500,500,11355,8680,21609,9607,9095,20779,주당 현금배당금(원)보통주(1)당기,241,300,300,350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1246,JW중외제약,2500,2500,2500,-25275,8057,-742,-24450,8329,-1357,주당 현금배당금(원)보통주(1)당기,383,325,325,275,주당 현금배당금(원)우선주(1)당기,408,350,350,300,NULL,NULL,NULL,NULL,NULL
