,name,BS
0,DSR,0.0
1,GS글로벌,-0.365296803652968
2,HDC현대산업개발,0.0
3,KG케미칼,0.0
4,LG이노텍,0.0
5,LG전자,-0.22608695652173913
6,LG헬로비전,0.0
7,OCI,0.0
8,S&TC,0.058823529411764705
9,S&T모티브,-0.15407407407407409
10,SK이노베이션,0.0
11,STX,-0.3013066871637202
12,WISCOM,-0.26373626373626374
13,YG PLUS,0.0
14,갤럭시아에스엠,0.0
15,고려아연,0.0
16,극동유화,0.0
17,까뮤이앤씨,-0.2618577075098814
18,대덕,0.17088607594936708
19,대덕전자,0.0
20,대영포장,-0.2782193958664547
21,대한유화,-0.2736660929432014
22,동아쏘시오홀딩스,0.20583717357910905
23,두산,0.0
24,두산밥캣,-0.07761194029850746
25,락앤락,0.0
26,마니커,0.0
27,만도,0.0
28,메리츠증권,0.0
29,모두투어리츠,0.0
30,부국증권,0.0
31,삼성SDI,0.17995689655172414
32,삼성엔지니어링,0.0
33,삼성중공업,0.0
34,삼성출판사,0.0
35,삼성화재해상보험,-0.2
36,삼양식품,-0.37610619469026546
37,삼양홀딩스,0.0
38,삼영전자공업,0.0
39,삼영화학공업,0.0
40,상상인증권,0.0
41,선도전기,0.16138328530259366
42,선진,0.0
43,세방전지,0.0
44,세원셀론텍,0.0
45,신한알파리츠,0.0
46,신한지주,-0.476510067114094
47,쌍용자동차,-0.2737089201877934
48,에넥스,0.0
49,영화금속,0.0
50,윌비스,0.0
51,유나이티드,0.2226100445995734
52,인지컨트롤스,0.08134757600657354
53,인터지스,0.0
54,일성건설,0.0
55,일진다이아,0.0
56,제일약품,0.0
57,제일연마,0.040955631399317405
58,제일파마홀딩스,-0.1440922190201729
59,조흥,0.0
60,지역난방공사,0.0
61,코오롱인더,0.0
62,키다리스튜디오,0.0
63,태경산업,0.0
64,태양금속공업,0.0
65,포스코강판,0.0
66,필룩스,0.0
67,한국공항,0.0
68,한국종합기술,0.08823529411764706
69,한국철강,0.07900677200902935
70,한국패러랠,0.0
71,한라홀딩스,0.2340966921119593
72,한미약품,0.0
73,한솔로지스틱스,0.3129411764705882
74,한일철강,-0.21476510067114093
75,한일현대시멘트,0.0
76,한창제지,0.0
77,한화생명,0.08641975308641975
78,한화시스템,-0.22617987533392697
79,현대건설,0.0
80,현대건설기계,-0.1986062717770035
81,현대모비스,0.0
82,현대비앤지스틸,0.158953722334004
83,현대엘리베이터,0.0
84,현대차증권,0.0
85,현대홈쇼핑,0.0
86,호전실업,0.0
87,CJ CGV,0.07927001400127265
88,HDC현대EP,0.0
89,JW홀딩스,0.0
90,KB금융,-0.21649484536082475
91,SG충방,0.30671506352087113
92,금강공업,0.1595238095238095
93,금호산업,0.17484662576687116
94,금호전기,0.0
95,기업은행,0.0
96,남선알미늄,0.0
97,남성,-0.24237685691946834
98,넷마블,0.0
99,대구백화점,0.18860877684407096
100,대우건설,0.0
101,대원제약,0.0
102,대한방직,0.0
103,대한제당,-0.14516129032258066
104,대한해운,0.0
105,대현,0.0
106,덕양산업,0.0
107,동원금속,0.0
108,두산인프라코어,0.0
109,디씨엠,0.0
110,디티알오토모티브,0.0
111,롯데손해보험,0.0
112,롯데칠성음료,0.0
113,롯데하이마트,0.0
114,미래에셋생명,-0.1257606490872211
115,미원홀딩스,0.0
116,백산,0.0
117,보락,0.18008474576271186
118,사조대림,0.0
119,사조동아원,0.2157676348547718
120,서원,0.0
121,세방,0.0
122,세아홀딩스,0.0
123,세이브존I&C,0.0
124,신송홀딩스,0.0
125,신일전자,-0.16
126,써니전자,0.0
127,아이마켓코리아,-0.34385964912280703
128,아이에이치큐,-0.27007299270072993
129,에이블씨엔씨,0.4144144144144144
130,엔씨소프트,-0.3237410071942446
131,영보화학,0.0
132,영진약품,-0.2613768961493582
133,영풍,0.0
134,예스코홀딩스,0.0
135,유니온머티리얼,-0.24615384615384617
136,유유제약,0.0
137,유한양행,-0.14518760195758565
138,이마트,0.0
139,이수화학,0.0
140,이스타코,0.0
141,인천도시가스,0.1986754966887417
142,일정실업,0.0
143,종근당홀딩스,0.0
144,지엠비코리아,0.0
145,진원생명과학,0.0
146,컨버즈,0.0
147,케이씨텍,-0.3103448275862069
148,코리아써키트,0.0
149,코스모화학,0.0
150,코아스,0.19791666666666666
151,코오롱플라스틱,-0.11019283746556474
152,쿠쿠홀딩스,0.449
153,큐로,0.0
154,티비에이치글로벌,0.0
155,폴루스바이오팜,0.0
156,하이트론씨스템즈,0.0
157,한국금융지주,0.0
158,한국전자홀딩스,0.0
159,한국타이어앤테크놀로지,0.0
160,한국테크놀로지그룹,-0.3813018506700702
161,한국토지신탁,-0.2947976878612717
162,한국특수형강,0.23853211009174313
163,한화솔루션,-0.2288
164,해태제과식품,0.0
165,현대에너지솔루션,-0.3910569105691057
166,현대에이치씨엔,0.0
167,현대위아,0.4903047091412742
168,현대코퍼레이션홀딩스,0.21831869510664995
169,호텔신라,-0.3047619047619048
170,화승인더스트리,0.0
171,화천기공,-0.319672131147541
172,환인제약,0.0
173,효성,0.45729303547963207
174,효성화학,0.0
175,흥아해운,0.0
176,BGF리테일,0.0
177,BNK금융지주,0.0
178,CJ제일제당,0.0
179,DRB동일,0.0
180,GS건설,-0.1705607476635514
181,HDC아이콘트롤스,0.0
182,KPX케미칼,0.2222222222222222
183,KTis,0.0
184,LG상사,0.0
185,MH에탄올,0.0
186,SBS,0.0
187,SBS미디어홀딩스,0.0
188,SK텔레콤,0.0
189,강원랜드,0.0
190,교보증권,0.0
191,국제약품,0.0
192,금양,0.0
193,금호에이치티,0.0
194,남해화학,-0.20840336134453782
195,넥센타이어,0.0
196,녹십자홀딩스,0.0
197,농심홀딩스,0.0
198,다스코,0.19641401792991034
199,대림건설,0.1498881431767338
200,대웅제약,0.20286396181384247
201,더존비즈온,-0.1478102189781022
202,덕성,0.0
203,동방아그로,0.0
204,동서,0.0
205,동성코퍼레이션,0.0
206,동양,0.0
207,동양생명,0.0
208,동원산업,0.09696969696969697
209,두산퓨얼셀,0.0
210,디아이,0.0
211,디와이,0.18384879725085912
212,디피씨,0.0
213,롯데정밀화학,0.0
214,롯데정보통신,0.0
215,맥쿼리인프라,0.0
216,메타랩스,0.22926829268292684
217,명문제약,0.0
218,모토닉,0.0
219,미래에셋맵스리츠,0.0
220,미원화학,-0.20451127819548873
221,범양건영,0.0
222,베트남개발1,-0.26666666666666666
223,빙그레,0.0
224,삼성에스디에스,0.0
225,삼성증권,0.0
226,삼성카드,0.0
227,삼양통상,0.0
228,삼영무역,0.0
229,삼정펄프,0.0
230,샘표식품,0.0
231,서연이화,0.29504666188083273
232,성보화학,0.7313432835820896
233,세아제강,0.1225759238931577
234,센트랄모텍,0.0
235,송원산업,-0.10650887573964497
236,신성이엔지,-0.086552217453505
237,신세계인터내셔날,0.2087912087912088
238,신세계푸드,0.0
239,신화실업,0.0
240,씨아이테크,0.0
241,아세아시멘트,0.0
242,애경산업,0.024390243902439025
243,엔에이치엔,0.0
244,유니켐,0.0
245,유화증권,0.0
246,이구산업,0.0
247,이월드,0.0
248,일성신약,0.0
249,제이에스코퍼레이션,0.0
250,제이준코스메틱,0.0
251,조비,0.0
252,조선선재,-0.008726003490401396
253,종근당바이오,0.0
254,진양화학,0.0
255,케이탑리츠,0.0
256,코람코에너지리츠,0.0
257,코스모신소재,0.0
258,코웨이,0.0
259,쿠쿠홈시스,0.2925472747497219
260,키위미디어그룹,0.0
261,태평양물산,0.0
262,테이팩스,0.0
263,텔코웨어,0.0
264,티와이홀딩스,0.0
265,팜스코,-0.23902439024390243
266,퍼시스,-0.18421052631578946
267,포스코케미칼,0.0
268,풍산홀딩스,0.21100917431192662
269,하이스틸,0.0
270,하이트진로,0.0
271,한국석유공업,0.0
272,한국수출포장공업,0.2222222222222222
273,한국자산신탁,0.0
274,한국주강,0.25573770491803277
275,한국콜마홀딩스,0.0
276,한미사이언스,-0.5250101667344449
277,한샘,0.0
278,한솔홀딩스,-0.09580838323353294
279,한신기계공업,0.1062992125984252
280,한화,-0.5415549597855228
281,한화에어로스페이스,0.0
282,현대자동차,0.0
283,효성 ITX,0.0
284,휴니드테크놀러지스,0.0
285,CJ대한통운,0.17333333333333334
286,DSR제강,0.0
287,GKL,0.0
288,JW중외제약,-0.6068965517241379
289,KPX홀딩스,0.19556451612903225
290,KSS해운,0.23868312757201646
291,LF,0.17786561264822134
292,LG하우시스,0.0
293,LG화학,0.19424920127795528
294,LIG넥스원,0.0
295,LS,0.0
296,NAVER,0.14989733059548252
297,NICE,0.0
298,NI스틸,0.0
299,SH에너지화학,0.24555160142348753
300,SK증권,0.28820960698689957
301,SK하이닉스,0.11400651465798045
302,경인양행,0.0
303,경인전자,0.0
304,국보,0.0
305,기신정기,-0.16199376947040497
306,녹십자,0.0
307,대교,0.0
308,대동전자,0.0
309,대림비앤코,0.0
310,대양금속,-0.36666666666666664
311,대창,0.0
312,동국제강,0.10044977511244377
313,동양물산기업,0.0
314,동화약품,0.0
315,두산솔루스,0.0
316,두산중공업,-0.757389288864275
317,디아이동일,0.050561797752809
318,디아이씨,0.0
319,롯데관광개발,0.3415384615384615
320,롯데케미칼,0.0
321,맵스리얼티1,0.06707317073170732
322,무학,0.0
323,미래아이앤지,0.0
324,바다로19호,0.0
325,부산주공,-0.3867595818815331
326,비케이탑스,0.0
327,빅히트,0.0
328,사조씨푸드,0.0
329,삼성물산,0.0
330,삼성바이오로직스,0.0
331,삼성전자,0.0
332,삼성제약,0.0
333,삼원강재,0.0
334,삼익THK,0.0
335,삼일제약,0.0
336,삼진제약,0.0
337,삼화왕관,0.0
338,서연,0.0
