,name,code,market_code
1173,한일단조,024740,KQ
1174,한컴위드,054920,KQ
1175,한탑,002680,KQ
1176,현진소재,053660,KQ
1177,형지I&C,011080,KQ
1178,휴네시온,290270,KQ
1179,휴맥스홀딩스,028080,KQ
1180,흥국에프엔비,189980,KQ
1181,DB금융스팩7호,322780,KQ
1182,EMW,079190,KQ
1183,JTC,950170,KQ
1184,KCC건설,021320,KQ
1185,KCI,036670,KQ
1186,KD,044180,KQ
1187,KG ETS,151860,KQ
1188,KG모빌리언스,046440,KQ
1189,KMH,122450,KQ
1190,NEW,160550,KQ
1191,SBI핀테크솔루션즈,950110,KQ
1192,SGA솔루션즈,184230,KQ
1193,SM Life Design,063440,KQ
1194,W홀딩컴퍼니,052300,KQ
1195,경동제약,011040,KQ
1196,교보9호스팩,331520,KQ
1197,나노신소재,121600,KQ
1198,나인테크,267320,KQ
1199,네패스아크,330860,KQ
1200,넥스트아이,137940,KQ
1201,넥슨지티,041140,KQ
1202,노터스,278650,KQ
1203,누리플랜,069140,KQ
1204,뉴프라이드,900100,KQ
1205,다산네트웍스,039560,KQ
1206,다원시스,068240,KQ
1207,대명소노시즌,007720,KQ
1208,대성미생물,036480,KQ
1209,대신밸런스제6호스팩,307750,KQ
1210,대원산업,005710,KQ
1211,더블유에스아이,299170,KQ
1212,덕신하우징,090410,KQ
1213,데일리블록체인,139050,KQ
1214,덴티스,261200,KQ
1215,동신건설,025950,KQ
1216,동일기연,032960,KQ
1217,듀오백,073190,KQ
1218,디지아이,043360,KQ
1219,디지털대성,068930,KQ
1220,디티앤씨,187220,KQ
1221,라이브플렉스,050120,KQ
1222,램테크놀러지,171010,KQ
1223,레고켐바이오,141080,KQ
1224,로보스타,090360,KQ
1225,리드코프,012700,KQ
1226,메디콕스,054180,KQ
1227,메디포스트,078160,KQ
1228,바이브컴퍼니,301300,KQ
1229,바이오니아,064550,KQ
1230,베뉴지,019010,KQ
1231,베셀,177350,KQ
1232,보라티알,250000,KQ
1233,부방,014470,KQ
1234,브리지텍,064480,KQ
1235,비디아이,148140,KQ
1236,삼진엘앤디,054090,KQ
1237,삼천리자전거,024950,KQ
1238,삼현철강,017480,KQ
1239,상아프론테크,089980,KQ
1240,서산,079650,KQ
1241,서진오토모티브,122690,KQ
1242,성우테크론,045300,KQ
1243,세운메디칼,100700,KQ
1244,세종텔레콤,036630,KQ
1245,솔고바이오,043100,KQ
1246,솔본,035610,KQ
1247,수산아이앤티,050960,KQ
1248,슈펙스비앤피,058530,KQ
1249,슈피겐코리아,192440,KQ
1250,스카이이앤엠,131100,KQ
1251,시공테크,020710,KQ
1252,시그네틱스,033170,KQ
1253,시큐브,131090,KQ
1254,신도기연,290520,KQ
1255,신테카바이오,226330,KQ
1256,신한제5호스팩,323230,KQ
1257,실리콘웍스,108320,KQ
1258,쎄노텍,222420,KQ
1259,쎄미시스코,136510,KQ
1260,쎄트렉아이,099320,KQ
1261,씨엠에스에듀,225330,KQ
1262,씨큐브,101240,KQ
1263,아비코전자,036010,KQ
1264,아이디피,332370,KQ
1265,아이엠이연이,090740,KQ
1266,아진산업,013310,KQ
1267,아프리카TV,067160,KQ
1268,알티캐스트,085810,KQ
1269,애니젠,196300,KQ
1270,액션스퀘어,205500,KQ
1271,앤디포스,238090,KQ
1272,앱클론,174900,KQ
1273,에스앤더블류,103230,KQ
1274,에스와이,109610,KQ
1275,에스트래픽,234300,KQ
1276,에스퓨얼셀,288620,KQ
1277,에이디칩스,054630,KQ
1278,에이비엘바이오,298380,KQ
1279,에이스침대,003800,KQ
1280,에이스토리,241840,KQ
1281,에이치시티,072990,KQ
1282,에이텍티앤,224110,KQ
1283,엑셈,205100,KQ
1284,엔브이에이치코리아,067570,KQ
1285,엔지켐생명과학,183490,KQ
1286,엔케이맥스,182400,KQ
1287,엔텔스,069410,KQ
1288,엘디티,096870,KQ
1289,엘컴텍,037950,KQ
1290,연우,115960,KQ
1291,영림원소프트랩,060850,KQ
1292,예스티,122640,KQ
1293,오스테오닉,226400,KQ
1294,오텍,067170,KQ
1295,와이즈버즈,273060,KQ
1296,원익머트리얼즈,104830,KQ
1297,원익홀딩스,030530,KQ
1298,원풍,008370,KQ
1299,웹젠,069080,KQ
1300,위닉스,044340,KQ
1301,위메이드,112040,KQ
1302,위지트,036090,KQ
1303,유비벨록스,089850,KQ
1304,유비쿼스,264450,KQ
1305,유안타제4호스팩,313750,KQ
1306,유진테크,084370,KQ
1307,이건홀딩스,039020,KQ
1308,이노와이어리스,073490,KQ
1309,이녹스첨단소재,272290,KQ
1310,이랜텍,054210,KQ
1311,이미지스,115610,KQ
1312,이수앱지스,086890,KQ
1313,인산가,277410,KQ
1314,인성정보,033230,KQ
1315,인탑스,049070,KQ
1316,인터파크,035080,KQ
1317,재영솔루텍,049630,KQ
1318,제낙스,065620,KQ
1319,제이티,089790,KQ
1320,진바이오텍,086060,KQ
1321,진성티이씨,036890,KQ
1322,카이노스메드,284620,KQ
1323,캐리소프트,317530,KQ
1324,캔서롭,180400,KQ
1325,캠시스,050110,KQ
1326,케이비제18호스팩,323940,KQ
1327,케이엠더블유,032500,KQ
1328,케이피에프,024880,KQ
1329,코닉글로리,094860,KQ
1330,코드네이처,078940,KQ
1331,코리아에셋투자증권,190650,KQ
1332,코미코,183300,KQ
1333,코이즈,121850,KQ
1334,큐브앤컴퍼니,043090,KQ
1335,키이스트,054780,KQ
1336,탑엔지니어링,065130,KQ
1337,태웅로직스,124560,KQ
1338,텔콘RF제약,200230,KQ
1339,토비스,051360,KQ
1340,티라유텍,322180,KQ
1341,티씨케이,064760,KQ
1342,파라다이스,034230,KQ
1343,파버나인,177830,KQ
1344,파워넷,037030,KQ
1345,팍스넷,038160,KQ
1346,포인트모바일,318020,KQ
1347,프로텍,053610,KQ
1348,피에스케이,319660,KQ
1349,피엔티,137400,KQ
1350,픽셀플러스,087600,KQ
1351,필옵틱스,161580,KQ
1352,하나금융14호스팩,332710,KQ
1353,하나금융16호스팩,343510,KQ
1354,하나기술,299030,KQ
1355,하이제4호스팩,317240,KQ
1356,한국캐피탈,023760,KQ
1357,한류타임즈,039670,KQ
1358,한일네트웍스,046110,KQ
1359,해마로푸드서비스,220630,KQ
1360,희림,037440,KQ
1361,DSC인베스트먼트,241520,KQ
1362,NHN벅스,104200,KQ
1363,SDN,099220,KQ
1364,SK4호스팩,307070,KQ
1365,SKC 솔믹스,057500,KQ
1366,SK머티리얼즈,036490,KQ
1367,SNK,950180,KQ
1368,WI,073570,KQ
1369,가비아,079940,KQ
1370,경남스틸,039240,KQ
1371,고바이오랩,348150,KQ
1372,국일신동,060480,KQ
1373,글로벌텍스프리,204620,KQ
1374,글로본,019660,KQ
1375,나노,187790,KQ
1376,네오셈,253590,KQ
1377,네오위즈홀딩스,042420,KQ
1378,네이블커뮤니케이션즈,153460,KQ
1379,넥스트BT,065170,KQ
1380,대신밸런스제7호스팩,332290,KQ
1381,대양전기공업,108380,KQ
1382,대원,007680,KQ
1383,대한뉴팜,054670,KQ
1384,덕산테코피아,317330,KQ
1385,덕산하이메탈,077360,KQ
1386,동국제약,086450,KQ
1387,동진쎄미켐,005290,KQ
1388,디바이스이엔지,187870,KQ
1389,디알젬,263690,KQ
1390,디에스티,033430,KQ
1391,라이브파이낸셜,036170,KQ
1392,라이온켐텍,171120,KQ
1393,레이크머티리얼즈,281740,KQ
1394,로지시스,067730,KQ
1395,릭스솔루션,029480,KQ
1396,링네트,042500,KQ
1397,마이크로프랜드,147760,KQ
1398,메가스터디교육,215200,KQ
1399,모헨즈,006920,KQ
1400,민앤지,214180,KQ
1401,바른손이앤에이,035620,KQ
1402,바이온,032980,KQ
1403,베노홀딩스,206400,KQ
1404,비보존 헬스케어,082800,KQ
1405,비에이치아이,083650,KQ
1406,새로닉스,042600,KQ
1407,서연탑메탈,019770,KQ
1408,서울반도체,046890,KQ
1409,서울전자통신,027040,KQ
1410,서원인텍,093920,KQ
1411,선데이토즈,123420,KQ
1412,성호전자,043260,KQ
1413,센코,347000,KQ
1414,슈프리마에이치큐,094840,KQ
1415,스타플렉스,115570,KQ
1416,시노펙스,025320,KQ
1417,신원종합개발,017000,KQ
1418,신흥에스이씨,243840,KQ
1419,씨앤지하이테크,264660,KQ
1420,씨티씨바이오,060590,KQ
1421,아스타,246720,KQ
1422,아우딘퓨쳐스,227610,KQ
1423,아이엘사이언스,307180,KQ
1424,아이진,185490,KQ
1425,아이큐어,175250,KQ
1426,아이크래프트,052460,KQ
1427,안트로젠,065660,KQ
1428,알에스오토메이션,140670,KQ
1429,에스디생명공학,217480,KQ
1430,에스씨엠생명과학,298060,KQ
1431,에스앤씨엔진그룹,900080,KQ
1432,에스텍파마,041910,KQ
1433,에이스테크,088800,KQ
1434,에이치엔티,176440,KQ
1435,에이치엘사이언스,239610,KQ
1436,에이치엠씨제4호스팩,353070,KQ
1437,에이티세미콘,089530,KQ
1438,에이팩트,200470,KQ
1439,에이프로젠 H&G,109960,KQ
1440,에코플라스틱,038110,KQ
1441,엑사이엔씨,054940,KQ
1442,엔에스,217820,KQ
1443,엔에스엔,031860,KQ
1444,엔지스테크널러지,208860,KQ
1445,엔피디,198080,KQ
1446,엘아이에스,138690,KQ
1447,엘오티베큠,083310,KQ
1448,엠브레인,169330,KQ
1449,엠투아이,347890,KQ
1450,엠플러스,259630,KQ
1451,예스24,053280,KQ
1452,오가닉티코스메틱,900300,KQ
1453,옵트론텍,082210,KQ
1454,옵티팜,153710,KQ
1455,와이솔,122990,KQ
1456,와이아이케이,232140,KQ
1457,우노앤컴퍼니,114630,KQ
1458,우리산업홀딩스,072470,KQ
1459,우림기계,101170,KQ
1460,우양,103840,KQ
1461,우진비앤지,018620,KQ
1462,원익,032940,KQ
1463,유성티엔에스,024800,KQ
1464,유에스티,263770,KQ
1465,이노인스트루먼트,215790,KQ
1466,이루온,065440,KQ
1467,이엘피,063760,KQ
1468,이지홀딩스,035810,KQ
1469,이트론,096040,KQ
1470,인터플렉스,051370,KQ
1471,전파기지국,065530,KQ
1472,제너셈,217190,KQ
1473,제넥신,095700,KQ
1474,제넨바이오,072520,KQ
1475,제노레이,122310,KQ
1476,제로투세븐,159580,KQ
1477,제룡전기,033100,KQ
1478,제이씨현시스템,033320,KQ
1479,조광ILI,044060,KQ
1480,칩스앤미디어,094360,KQ
1481,컴퍼니케이,307930,KQ
1482,케이사인,192250,KQ
1483,케이씨에스,115500,KQ
1484,케이아이엔엑스,093320,KQ
1485,켐온,217600,KQ
1486,코맥스,036690,KQ
1487,코세스,089890,KQ
1488,코스메카코리아,241710,KQ
1489,코엔텍,029960,KQ
1490,코텍,052330,KQ
1491,콜마비앤에이치,200130,KQ
1492,큐캐피탈,016600,KQ
1493,타이거일렉,219130,KQ
1494,티로보틱스,117730,KQ
1495,티앤엘,340570,KQ
1496,파마리서치프로덕트,214450,KQ
1497,파인디앤씨,049120,KQ
1498,파인텍,131760,KQ
1499,펩트론,087010,KQ
1500,포스링크,056730,KQ
1501,풍국주정,023900,KQ
1502,퓨쳐스트림네트웍스,214270,KQ
1503,퓨쳐켐,220100,KQ
1504,피씨디렉트,051380,KQ
1505,피에스케이홀딩스,031980,KQ
1506,피플바이오,304840,KQ
1507,하이로닉,149980,KQ
1508,하이소닉,106080,KQ
1509,한국유니온제약,080720,KQ
1510,한국전자금융,063570,KQ
1511,한국컴퓨터,054040,KQ
1512,한국테크놀로지,053590,KQ
1513,한일사료,005860,KQ
1514,헝셩그룹,900270,KQ
1515,화일약품,061250,KQ
1516,효성오앤비,097870,KQ
1517,휴온스,243070,KQ
1518,휴젤,145020,KQ
1519,CNH,023460,KQ
1520,DMS,068790,KQ
1521,GH신소재,130500,KQ
1522,IBKS제14호스팩,351320,KQ
1523,KBI메탈,024840,KQ
1524,KMH하이텍,052900,KQ
1525,KNN,058400,KQ
1526,KTH,036030,KQ
1527,KT서브마린,060370,KQ
1528,SBS콘텐츠허브,046140,KQ
1529,SG&G,040610,KQ
1530,SGA,049470,KQ
1531,SV인베스트먼트,289080,KQ
1532,TPC,048770,KQ
1533,TS인베스트먼트,246690,KQ
1534,YBM넷,057030,KQ
1535,iMBC,052220,KQ
1536,가온미디어,078890,KQ
1537,골든센츄리,900280,KQ
1538,광진윈텍,090150,KQ
1539,구영테크,053270,KQ
1540,국보디자인,066620,KQ
1541,글로스퍼랩스,032860,KQ
1542,나이스정보통신,036800,KQ
1543,남화산업,111710,KQ
1544,네스엠,056000,KQ
1545,네오오토,212560,KQ
1546,네오위즈,095660,KQ
1547,네오크레마,311390,KQ
1548,넷게임즈,225570,KQ
1549,노랑풍선,104620,KQ
1550,노바텍,285490,KQ
1551,뉴보텍,060260,KQ
1552,다날,064260,KQ
1553,다우데이타,032190,KQ
1554,대원미디어,048910,KQ
1555,대한과학,131220,KQ
1556,대호피앤씨,021040,KQ
1557,대화제약,067080,KQ
1558,동아화성,041930,KQ
1559,동양파일,228340,KQ
1560,디앤씨미디어,263720,KQ
1561,디이엔티,079810,KQ
1562,라닉스,317120,KQ
1563,라온피플,300120,KQ
1564,라이트론,069540,KQ
1565,랩지노믹스,084650,KQ
1566,로스웰,900260,KQ
1567,리더스코스메틱,016100,KQ
1568,리메드,302550,KQ
1569,린드먼아시아,277070,KQ
1570,마니커에프앤지,195500,KQ
1571,메가엠디,133750,KQ
1572,메드팩토,235980,KQ
1573,메카로,241770,KQ
1574,모베이스,101330,KQ
1575,모아텍,033200,KQ
1576,미래에셋대우스팩4호,333430,KQ
1577,바이오스마트,038460,KQ
1578,바텍,043150,KQ
1579,박셀바이오,323990,KQ
1580,보광산업,225530,KQ
1581,본느,226340,KQ
1582,브릿지바이오,288330,KQ
1583,블러썸엠앤씨,263920,KQ
1584,비엠티,086670,KQ
1585,비츠로셀,082920,KQ
1586,삼보모터스,053700,KQ
1587,삼영엠텍,054540,KQ
1588,삼천당제약,000250,KQ
1589,샘코,263540,KQ
1590,서울옥션,063170,KQ
1591,서한,011370,KQ
1592,성도이엔지,037350,KQ
1593,성우전자,081580,KQ
1594,세동,053060,KQ
1595,세미콘라이트,214310,KQ
1596,세원,234100,KQ
1597,세원물산,024830,KQ
1598,셀리버리,268600,KQ
1599,소룩스,290690,KQ
1600,소프트캠프,258790,KQ
1601,스카이문스테크놀로지,033790,KQ
1602,시너지이노베이션,048870,KQ
1603,신성델타테크,065350,KQ
1604,신화인터텍,056700,KQ
1605,싸이토젠,217330,KQ
1606,씨케이에이치,900120,KQ
1607,아시아종묘,154030,KQ
1608,아이컴포넌트,059100,KQ
1609,아즈텍WB,032080,KQ
1610,안랩,053800,KQ
1611,알서포트,131370,KQ
1612,액트,131400,KQ
1613,어보브반도체,102120,KQ
1614,에너토크,019990,KQ
1615,에버다임,041440,KQ
1616,에스넷,038680,KQ
1617,에스디시스템,121890,KQ
1618,에스앤에스텍,101490,KQ
1619,에스에이엠티,031330,KQ
1620,에스티큐브,052020,KQ
1621,에스피지,058610,KQ
1622,에이프로,262260,KQ
1623,에이피티씨,089970,KQ
1624,에코마케팅,230360,KQ
1625,에코바이오,038870,KQ
1626,에코캡,128540,KQ
1627,에프앤리퍼블릭,064090,KQ
1628,에프엔에스테크,083500,KQ
1629,엔바이오니아,317870,KQ
1630,엔에이치스팩13호,310840,KQ
1631,엘엠에스,073110,KQ
1632,엠아이텍,179290,KQ
1633,엠에스오토텍,123040,KQ
1634,엠케이전자,033160,KQ
1635,오이솔루션,138080,KQ
1636,올리패스,244460,KQ
1637,와이엠씨,155650,KQ
1638,와이엠티,251370,KQ
1639,와이제이엠게임즈,193250,KQ
1640,와이팜,332570,KQ
1641,우리넷,115440,KQ
1642,우리조명,037400,KQ
1643,원익IPS,240810,KQ
1644,위세아이텍,065370,KQ
1645,유니슨,018000,KQ
1646,유니크,011320,KQ
1647,유아이디,069330,KQ
1648,유아이엘,049520,KQ
1649,이상네트웍스,080010,KQ
1650,이엠코리아,095190,KQ
1651,이오플로우,294090,KQ
1652,이큐셀,160600,KQ
1653,이화공영,001840,KQ
1654,인텔리안테크,189300,KQ
1655,인피니트헬스케어,071200,KQ
1656,일신바이오,068330,KQ
1657,잉글우드랩,950140,KQ
1658,정원엔시스,045510,KQ
1659,제이씨케미칼,137950,KQ
1660,제이앤티씨,204270,KQ
1661,제이엘케이,322510,KQ
1662,젬백스링크,064800,KQ
1663,좋은사람들,033340,KQ
1664,중앙백신,072020,KQ
1665,지트리비앤티,115450,KQ
1666,청보산업,013720,KQ
1667,카스,016920,KQ
1668,카페24,042000,KQ
1669,케이비17호스팩,317030,KQ
1670,케이에스피,073010,KQ
1671,코디엠,224060,KQ
1672,코리아센터,290510,KQ
1673,큐리언트,115180,KQ
1674,크리스탈신소재,900250,KQ
1675,크린앤사이언스,045520,KQ
1676,클래시스,214150,KQ
1677,태웅,044490,KQ
1678,테라셈,182690,KQ
1679,토박스코리아,215480,KQ
1680,티사이언티픽,057680,KQ
1681,티케이케미칼,104480,KQ
1682,팅크웨어,084730,KQ
1683,판타지오,032800,KQ
1684,팜스토리,027710,KQ
1685,푸드나무,290720,KQ
1686,푸른저축은행,007330,KQ
1687,프리엠스,053160,KQ
1688,플랜티넷,075130,KQ
1689,피제이메탈,128660,KQ
1690,하나머티리얼즈,166090,KQ
1691,한국선재,025550,KQ
1692,한국전자인증,041460,KQ
1693,한국큐빅,021650,KQ
1694,한독크린텍,256150,KQ
1695,한화플러스제1호스팩,340440,KQ
1696,헬릭스미스,084990,KQ
1697,현대사료,016790,KQ
1698,현우산업,092300,KQ
1699,홈캐스트,064240,KQ
1700,휴메딕스,200670,KQ
1701,흥구석유,024060,KQ
1702,3S,060310,KQ
1703,JYP Ent.,035900,KQ
1704,RFHIC,218410,KQ
1705,강원,114190,KQ
1706,경남제약,053950,KQ
1707,고려신용정보,049720,KQ
1708,골드퍼시픽,038530,KQ
1709,광진실업,026910,KQ
1710,그린플러스,186230,KQ
1711,기산텔레콤,035460,KQ
1712,나무기술,242040,KQ
1713,나이스디앤비,130580,KQ
1714,네패스,033640,KQ
1715,대동금속,020400,KQ
1716,대림제지,017650,KQ
1717,대신정보통신,020180,KQ
1718,대한그린파워,060900,KQ
1719,더블유에프엠,035290,KQ
1720,동국알앤에스,075970,KQ
1721,동우팜투테이블,088910,KQ
1722,동운아나텍,094170,KQ
1723,드림씨아이에스,223250,KQ
1724,디아이티,110990,KQ
1725,디에이치피코리아,131030,KQ
1726,디케이락,105740,KQ
1727,디케이앤디,263020,KQ
1728,디케이티,290550,KQ
1729,라온시큐어,042510,KQ
1730,라파스,214260,KQ
1731,리노스,039980,KQ
1732,리더스 기술투자,019570,KQ
1733,마이크로컨텍솔,098120,KQ
1734,메지온,140410,KQ
1735,모다이노칩,080420,KQ
1736,모베이스전자,012860,KQ
1737,미디어젠,279600,KQ
1738,미래나노텍,095500,KQ
1739,미래에셋대우스팩 5호,353490,KQ
1740,미래테크놀로지,213090,KQ
1741,미투젠,950190,KQ
1742,바이오리더스,142760,KQ
1743,뷰웍스,100120,KQ
1744,브레인콘텐츠,066980,KQ
1745,블루콤,033560,KQ
1746,비덴트,121800,KQ
1747,비에이치,090460,KQ
1748,비올,335890,KQ
1749,비츠로테크,042370,KQ
1750,비피도,238200,KQ
1751,빅텍,065450,KQ
1752,삼강엠앤티,100090,KQ
1753,삼보산업,009620,KQ
1754,삼성머스트스팩3호,309930,KQ
1755,삼표시멘트,038500,KQ
1756,상상인이안1호스팩,307870,KQ
1757,서부T&D,006730,KQ
1758,선광,003100,KQ
1759,세진티에스,067770,KQ
1760,세화피앤씨,252500,KQ
1761,셀레믹스,331920,KQ
1762,셀리드,299660,KQ
1763,소리바다,053110,KQ
1764,소마젠,950200,KQ
1765,솔브레인,357780,KQ
1766,수젠텍,253840,KQ
1767,스맥,099440,KQ
1768,신라섬유,001000,KQ
1769,신화콘텍,187270,KQ
1770,쎄니트,037760,KQ
1771,씨씨에스,066790,KQ
1772,씨엔플러스,115530,KQ
1773,씨젠,096530,KQ
1774,아리온,058220,KQ
1775,아시아경제,127710,KQ
1776,아이디스홀딩스,054800,KQ
1777,아이쓰리시스템,214430,KQ
1778,아주IB투자,027360,KQ
1779,안국약품,001540,KQ
1780,알테오젠,196170,KQ
1781,알톤스포츠,123750,KQ
1782,알파홀딩스,117670,KQ
1783,압타바이오,293780,KQ
1784,야스,255440,KQ
1785,에스맥,097780,KQ
1786,에스모 머티리얼즈,087730,KQ
1787,에스에이티,060540,KQ
1788,에스엔유,080000,KQ
1789,에스엠코어,007820,KQ
1790,에스티오,098660,KQ
1791,에이에프더블류,312610,KQ
1792,에이치엘비,028300,KQ
1793,에이테크솔루션,071670,KQ
1794,에이프런티어,036180,KQ
1795,에코마이스터,064510,KQ
1796,에프엔씨엔터,173940,KQ
1797,엘비세미콘,061970,KQ
1798,엘이티,297890,KQ
1799,엠에스씨,009780,KQ
1800,엠젠플러스,032790,KQ
1801,오디텍,080520,KQ
1802,오로라,039830,KQ
1803,오상자이엘,053980,KQ
1804,오킨스전자,080580,KQ
1805,와이엔텍,067900,KQ
1806,와이오엠,066430,KQ
1807,와이지엔터테인먼트,122870,KQ
1808,우주일렉트로,065680,KQ
1809,원방테크,053080,KQ
1810,웹케시,053580,KQ
1811,위니아딤채,071460,KQ
1812,위드텍,348350,KQ
1813,위지윅스튜디오,299900,KQ
1814,윈스,136540,KQ
1815,윈텍,320000,KQ
1816,유라테크,048430,KQ
1817,유틸렉스,263050,KQ
1818,이그잭스,060230,KQ
1819,이니텍,053350,KQ
1820,이더블유케이,258610,KQ
1821,이테크건설,016250,KQ
1822,인바디,041830,KQ
1823,인지디스플레,037330,KQ
1824,인콘,083640,KQ
1825,인크로스,216050,KQ
1826,인터엠,017250,KQ
1827,일지테크,019540,KQ
1828,자안,221610,KQ
1829,제이에스티나,026040,KQ
1830,제이엠아이,033050,KQ
1831,제일전기공업,199820,KQ
1832,지노믹트리,228760,KQ
1833,지니틱스,303030,KQ
1834,진로발효,018120,KQ
1835,체리부로,066360,KQ
1836,카카오게임즈,293490,KQ
1837,케이디켐,221980,KQ
1838,케이씨티,089150,KQ
1839,케이피에스,256940,KQ
1840,코나아이,052400,KQ
1841,코디,080530,KQ
1842,코리아에스이,101670,KQ
1843,코스나인,082660,KQ
1844,코스온,069110,KQ
1845,코아스템,166480,KQ
1846,큐렉소,060280,KQ
1847,큐로컴,040350,KQ
1848,태양,053620,KQ
1849,테크윙,089030,KQ
1850,티엘아이,062860,KQ
1851,티움바이오,321550,KQ
1852,파인테크닉스,106240,KQ
1853,팜스빌,318010,KQ
1854,팬스타엔터프라이즈,054300,KQ
1855,평화정공,043370,KQ
1856,포메탈,119500,KQ
1857,포스코 ICT,022100,KQ
1858,퓨전,195440,KQ
1859,플레이위드,023770,KQ
1860,피씨엘,241820,KQ
1861,피피아이,062970,KQ
1862,한국제8호스팩,310870,KQ
1863,한국파마,032300,KQ
1864,한솔인티큐브,070590,KQ
1865,한창산업,079170,KQ
1866,한컴MDS,086960,KQ
1867,한화에스비아이스팩,317320,KQ
1868,핸디소프트,220180,KQ
1869,현대공업,170030,KQ
1870,화신정공,126640,KQ
1871,휴마시스,205470,KQ
1872,휴비츠,065510,KQ
1873,흥국,010240,KQ
1874,HB테크놀러지,078150,KQ
1875,IBKS제12호스팩,335870,KQ
1876,ISC,095340,KQ
1877,KG이니시스,035600,KQ
1878,MP한강,219550,KQ
1879,NE능률,053290,KQ
1880,NHN한국사이버결제,060250,KQ
1881,SBI인베스트먼트,019550,KQ
1882,SG,255220,KQ
1883,갤럭시아머니트리,094480,KQ
1884,고려제약,014570,KQ
1885,국일제지,078130,KQ
1886,금강철강,053260,KQ
1887,기가레인,049080,KQ
1888,나노스,151910,KQ
1889,나노캠텍,091970,KQ
1890,나라엠앤디,051490,KQ
1891,나우IB,293580,KQ
1892,내츄럴엔도텍,168330,KQ
1893,네오펙트,290660,KQ
1894,녹십자엠에스,142280,KQ
1895,녹십자웰빙,234690,KQ
1896,뉴로스,126870,KQ
1897,뉴지랩,214870,KQ
1898,대동기어,008830,KQ
1899,대륙제관,004780,KQ
1900,대모,317850,KQ
1901,대보마그네틱,290670,KQ
1902,대성엘텍,025440,KQ
1903,대성창투,027830,KQ
1904,대양제지,006580,KQ
1905,대정화금,120240,KQ
1906,대창스틸,140520,KQ
1907,덕우전자,263600,KQ
1908,동국S&C,100130,KQ
1909,동성화인텍,033500,KQ
1910,동양에스텍,060380,KQ
1911,동양이엔피,079960,KQ
1912,동일철강,023790,KQ
1913,디스플레이텍,066670,KQ
1914,디에스케이,109740,KQ
1915,디자인,227100,KQ
1916,디젠스,113810,KQ
1917,러셀,217500,KQ
1918,레이,228670,KQ
1919,마이더스AI,222810,KQ
1920,매일유업,267980,KQ
1921,매직마이크로,127160,KQ
1922,맥스로텍,141070,KQ
1923,멀티캠퍼스,067280,KQ
1924,메가스터디,072870,KQ
1925,메디프론,065650,KQ
1926,명성티엔에스,257370,KQ
1927,모바일어플라이언스,087260,KQ
1928,미투온,201490,KQ
1929,바른손,018700,KQ
1930,바이오로그디바이스,208710,KQ
1931,바이오솔루션,086820,KQ
1932,바이오톡스텍,086040,KQ
1933,버추얼텍,036620,KQ
1934,베스파,299910,KQ
1935,비나텍,126340,KQ
1936,빅솔론,093190,KQ
1937,삼목에스폼,018310,KQ
1938,삼성스팩2호,291230,KQ
1939,상상인,038540,KQ
1940,상신전자,263810,KQ
1941,서진시스템,178320,KQ
1942,서플러스글로벌,140070,KQ
1943,선익시스템,171090,KQ
1944,세틀뱅크,234340,KQ
1945,소프트센,032680,KQ
1946,솔트웍스,230980,KQ
1947,쇼박스,086980,KQ
1948,스타모빌리티,158310,KQ
1949,신진에스엠,138070,KQ
1950,심텍홀딩스,036710,KQ
1951,쎌바이오텍,049960,KQ
1952,씨티케이코스메틱스,260930,KQ
1953,아모그린텍,125210,KQ
1954,아미노로직스,074430,KQ
1955,아이디스,143160,KQ
1956,아이비김영,339950,KQ
1957,아이앤씨,052860,KQ
1958,아이에스이커머스,069920,KQ
1959,아이엠,101390,KQ
1960,아이엠텍,226350,KQ
1961,아진엑스텍,059120,KQ
1962,아톤,158430,KQ
1963,알엔투테크놀로지,148250,KQ
1964,압타머사이언스,291650,KQ
1965,액토즈소프트,052790,KQ
1966,앤씨앤,092600,KQ
1967,에스모,073070,KQ
1968,에스엠,041510,KQ
1969,에스티아이,039440,KQ
1970,에이비프로바이오,195990,KQ
1971,에이아이비트,039230,KQ
1972,에이치엘비제약,047920,KQ
1973,에이치케이,044780,KQ
1974,에이텍,045660,KQ
1975,에코프로,086520,KQ
1976,에코프로비엠,247540,KQ
1977,엔에이치스팩17호,359090,KQ
1978,엘앤케이바이오,156100,KQ
1979,오리엔탈정공,014940,KQ
1980,오리콤,010470,KQ
1981,오스템,031510,KQ
1982,우리기술,032820,KQ
1983,우리기술투자,041190,KQ
1984,우리로,046970,KQ
1985,우정바이오,215380,KQ
1986,월덱스,101160,KQ
1987,웰크론한텍,076080,KQ
1988,웹스,196700,KQ
1989,윙입푸드,900340,KQ
1990,유니셈,036200,KQ
1991,유니트론텍,142210,KQ
1992,유진기업,023410,KQ
1993,유진로봇,056080,KQ
1994,율호,072770,KQ
1995,이노와이즈,086250,KQ
1996,이라이콤,041520,KQ
1997,이베스트투자증권,078020,KQ
1998,이엑스티,226360,KQ
1999,이엔에프테크놀로지,102710,KQ
2000,이원컴포텍,088290,KQ
2001,이크레더블,092130,KQ
2002,이화전기,024810,KQ
2003,인트로메딕,150840,KQ
2004,인트론바이오,048530,KQ
2005,일야,058450,KQ
2006,일진파워,094820,KQ
2007,제노포커스,187420,KQ
2008,제닉,123330,KQ
2009,제룡산업,147830,KQ
2010,젠큐릭스,229000,KQ
