,fin_prdt_cd,kor_co_nm,fin_prdt_nm,join_member,max_limit,spcl_cnd,options
91,240095,한화저축은행,한화자동연장정기예금,제한없음,,없음,"[['6', '단리', 1.2, 1.2], ['12', '단리', 1.75, 1.75], ['24', '단리', 1.75, 1.75], ['6', '복리', 1.2, 1.2], ['12', '복리', 1.75, 1.75], ['24', '복리', 1.75, 1.75]]"
92,240003,CK저축은행,"정기예금(인터넷,모바일,비대면)",제한없음,1000000000,없음,"[['6', '단리', 1.8, 1.8], ['12', '단리', 2.13, 2.13], ['24', '단리', 1.8, 1.8], ['36', '단리', 1.8, 1.8], ['6', '복리', 1.8, 1.8], ['12', '복리', 2.13, 2.13], ['24', '복리', 1.8, 1.8], ['36', '복리', 1.8, 1.8]]"
93,401001,대명상호저축은행,정기예금,누구나가입가능,,없음,"[['6', '단리', 1.3, 1.3], ['12', '단리', 1.7, 1.7], ['6', '복리', 1.3, 1.3], ['12', '복리', 1.7, 1.7]]"
94,401002,대명상호저축은행,행복플러스 정기예금,1954년 이전출생자 및 비과세종합저축가입대상자(만64세이상/국가유공자/국민기초생활보장법에의한수급자/장애인/독립유공자과그유족또는가족/고엽제후유증환자 및 5.18민주화운동부상자),50000000,없음,"[['12', '단리', 1.75, 1.75], ['12', '복리', 1.75, 1.75]]"
95,401004,대명상호저축은행,E-플러스 정기예금,누구나가입가능,,없음,"[['12', '단리', 1.7, 1.7], ['12', '복리', 1.7, 1.7]]"
96,240022,아주저축은행,아주비대면정기예금,제한없음,,없음,"[['6', '단리', 1.1, 1.1], ['12', '단리', 1.8, 1.8], ['24', '단리', 1.8, 1.8], ['36', '단리', 1.8, 1.8], ['6', '복리', 1.1, 1.1], ['12', '복리', 1.8, 1.8], ['24', '복리', 1.8, 1.8], ['36', '복리', 1.8, 1.8]]"
97,24-0017,한성저축은행,e-정기예금,제한없음,,없음,"[['6', '단리', 1.5, 1.5], ['12', '단리', 1.9, 1.9], ['6', '복리', 1.5, 1.5], ['12', '복리', 1.9, 1.9]]"
98,24-0019,한성저축은행,m-정기예금,제한없음,,없음,"[['6', '단리', 1.5, 1.5], ['12', '단리', 1.9, 1.9], ['6', '복리', 1.5, 1.5], ['12', '복리', 1.9, 1.9]]"
99,02005,상상인플러스저축은행,정기예금,제한없음,,없음,"[['6', '단리', 1.4, 1.4], ['12', '단리', 1.91, 1.91], ['24', '단리', 1.91, 1.91], ['6', '복리', 1.4, 1.4], ['12', '복리', 1.91, 1.91], ['24', '복리', 1.91, 1.91]]"
100,02020,상상인플러스저축은행,e-정기예금,제한없음,,없음,"[['6', '단리', 1.4, 1.4], ['12', '단리', 1.91, 1.91], ['24', '단리', 1.91, 1.91], ['6', '복리', 1.4, 1.4], ['12', '복리', 1.91, 1.91], ['24', '복리', 1.91, 1.91]]"
101,02025,상상인플러스저축은행,비대면 정기예금,제한없음,,없음,"[['6', '단리', 1.5, 1.5], ['12', '단리', 2.01, 2.01], ['24', '단리', 2.01, 2.01], ['6', '복리', 1.5, 1.5], ['12', '복리', 2.01, 2.01], ['24', '복리', 2.01, 2.01]]"
102,02030,상상인플러스저축은행,중도해지 괜찮아 369정기예금,제한없음,,없음,"[['24', '복리', 1.6, 1.6]]"
103,240018,동원제일저축은행,회전정기예금-비대면(변동금리),제한없음,50000000,없음,"[['12', '단리', 1.7, 1.7], ['24', '단리', 1.7, 1.7], ['36', '단리', 1.7, 1.7], ['12', '복리', 1.7, 1.7], ['24', '복리', 1.7, 1.7], ['36', '복리', 1.7, 1.7], ['12', '단리', 2.05, 2.05], ['24', '단리', 2.05, 2.05], ['36', '단리', 2.05, 2.05], ['12', '복리', 2.05, 2.05], ['24', '복리', 2.05, 2.05], ['36', '복리', 2.05, 2.05]]"
104,240020,오투저축은행,비대면 정기예금,제한없음,,없음,"[['6', '단리', 1.3, 1.3], ['12', '단리', 1.4, 1.4], ['24', '단리', 1.4, 1.4], ['36', '단리', 1.4, 1.4], ['6', '복리', 1.3, 1.3], ['12', '복리', 1.4, 1.4], ['24', '복리', 1.4, 1.4], ['36', '복리', 1.4, 1.4]]"
105,240008 240009,대한저축은행,정기예금,제한없음,,없음,"[['6', '단리', 1.4, 1.4], ['12', '단리', 2, 2], ['24', '단리', 2, 2], ['6', '복리', 1.4, 1.4], ['12', '복리', 2, 2], ['24', '복리', 2, 2]]"
106,240010 240011,대한저축은행,"정기예금(인터넷,모바일,비대면)",제한없음,,없음,"[['6', '단리', 1.4, 1.4], ['12', '단리', 2, 2], ['24', '단리', 2, 2], ['6', '복리', 1.4, 1.4], ['12', '복리', 2, 2], ['24', '복리', 2, 2]]"
107,241003,더블저축은행,"정기예금 (인터넷뱅킹, 스마트뱅킹)",제한없음,,없음,"[['6', '단리', 0.9, 0.9], ['12', '단리', 2.1, 2.1], ['24', '단리', 1.75, 1.75], ['36', '단리', 1.75, 1.75], ['6', '복리', 0.9, 0.9], ['12', '복리', 2.1, 2.1], ['24', '복리', 1.75, 1.75], ['36', '복리', 1.75, 1.75]]"
108,WR0001A,스마트저축은행,정기예금,제한없음,,없음,"[['6', '단리', 1.4, 1.4], ['12', '단리', 1.7, 1.7], ['24', '단리', 1.73, 1.73], ['36', '단리', 1.75, 1.75], ['6', '복리', 1.4, 1.4], ['12', '복리', 1.7, 1.7], ['24', '복리', 1.73, 1.73], ['36', '복리', 1.75, 1.75]]"
109,WR0001J,스마트저축은행,e-정기예금,제한없음,,없음,"[['6', '단리', 1.4, 1.4], ['12', '단리', 2.05, 2.05], ['24', '단리', 2.08, 2.08], ['36', '단리', 2.1, 2.1], ['6', '복리', 1.4, 1.4], ['12', '복리', 2.05, 2.05], ['24', '복리', 2.08, 2.08], ['36', '복리', 2.1, 2.1]]"
110,WR0001M,스마트저축은행,e-로운 정기예금,제한없음,,없음,"[['6', '단리', 1.4, 1.4], ['12', '단리', 2.05, 2.05], ['24', '단리', 2.08, 2.08], ['36', '단리', 2.1, 2.1], ['6', '복리', 1.4, 1.4], ['12', '복리', 2.05, 2.05], ['24', '복리', 2.08, 2.08], ['36', '복리', 2.1, 2.1]]"
111,240081,한국투자저축은행,비대면 정기예금,제한없음,999999999,없음,"[['6', '단리', 1.6, 1.6], ['12', '단리', 2, 2], ['24', '단리', 2, 2], ['36', '단리', 2, 2], ['6', '복리', 1.6, 1.6], ['12', '복리', 2, 2], ['24', '복리', 2, 2], ['36', '복리', 2, 2]]"
112,240160,한국투자저축은행,회전정기예금,제한없음,999999999,- 없음,"[['12', '단리', 2, 2], ['24', '단리', 2, 2], ['36', '단리', 2, 2], ['12', '복리', 2, 2], ['24', '복리', 2, 2], ['36', '복리', 2, 2]]"
113,240162,한국투자저축은행,비대면회전정기예금,제한없음,999999999,없음,"[['12', '단리', 2, 2], ['24', '단리', 2, 2], ['36', '단리', 2, 2], ['12', '복리', 2, 2], ['24', '복리', 2, 2], ['36', '복리', 2, 2]]"
114,240168,한국투자저축은행,인터넷회전정기예금,제한없음,999999999,- 없음,"[['12', '단리', 2, 2], ['24', '단리', 2, 2], ['36', '단리', 2, 2], ['12', '복리', 2, 2], ['24', '복리', 2, 2], ['36', '복리', 2, 2]]"
115,240169,한국투자저축은행,스마트뱅킹회전정기예금,제한없음,999999999,없음,"[['12', '단리', 2, 2], ['24', '단리', 2, 2], ['36', '단리', 2, 2], ['12', '복리', 2, 2], ['24', '복리', 2, 2], ['36', '복리', 2, 2]]"
116,249999,한국투자저축은행,스마트뱅킹 정기예금,제한없음,999999999,없음,"[['6', '단리', 1.6, 1.6], ['12', '단리', 2, 2], ['24', '단리', 2, 2], ['36', '단리', 2, 2], ['6', '복리', 1.6, 1.6], ['12', '복리', 2, 2], ['24', '복리', 2, 2], ['36', '복리', 2, 2]]"
117,380001,드림저축은행,자유적립예금,제한없음,,없음,"[['6', '단리', 1.3, 1.3], ['12', '단리', 1.9, 1.9], ['24', '단리', 2, 2], ['36', '단리', 2, 2], ['6', '복리', 1.3, 1.3], ['12', '복리', 1.9, 1.9], ['24', '복리', 2, 2], ['36', '복리', 2, 2]]"
118,C614001,참저축은행,정기예금,제한없음,,없음,"[['6', '단리', 1.5, 1.5], ['12', '단리', 2, 2], ['24', '단리', 2.1, 2.1], ['6', '복리', 1.5, 1.5], ['12', '복리', 2, 2], ['24', '복리', 2.1, 2.1]]"
119,C614003,참저축은행,비대면정기예금,제한없음,,없음,"[['6', '단리', 1.5, 1.5], ['12', '단리', 2, 2], ['24', '단리', 2.1, 2.1], ['6', '복리', 1.5, 1.5], ['12', '복리', 2, 2], ['24', '복리', 2.1, 2.1]]"
120,JH0001A,조흥저축은행,정기예금,제한없음,,없음,"[['6', '단리', 1.2, 1.2], ['12', '단리', 1.35, 1.35], ['24', '단리', 1.35, 1.35], ['36', '단리', 1.35, 1.35], ['6', '복리', 1.2, 1.2], ['12', '복리', 1.35, 1.35], ['24', '복리', 1.35, 1.35], ['36', '복리', 1.35, 1.35]]"
121,JH0003C,조흥저축은행,e-정기예금,제한없음,,없음,"[['6', '단리', 1.2, 1.2], ['12', '단리', 1.35, 1.35], ['24', '단리', 1.35, 1.35], ['36', '단리', 1.35, 1.35], ['6', '복리', 1.2, 1.2], ['12', '복리', 1.35, 1.35], ['24', '복리', 1.35, 1.35], ['36', '복리', 1.35, 1.35]]"
122,JT3320124,JT저축은행,정기예금,제한없음,,-자동만기연장 가입 등 0.1% 금리우대 (12개월이상),"[['6', '단리', 1.3, 1.3], ['12', '단리', 1.9, 2], ['24', '단리', 1.9, 2], ['36', '단리', 1.9, 2], ['6', '복리', 1.3, 1.3], ['12', '복리', 1.9, 2], ['24', '복리', 1.9, 2], ['36', '복리', 1.9, 2]]"
123,JT3320125,JT저축은행,e-정기예금,제한없음,,없음,"[['6', '단리', 1.3, 1.3], ['12', '단리', 1.9, 1.9], ['24', '단리', 1.9, 1.9], ['36', '단리', 1.9, 1.9], ['6', '복리', 1.3, 1.3], ['12', '복리', 1.9, 1.9], ['24', '복리', 1.9, 1.9], ['36', '복리', 1.9, 1.9]]"
124,JT3320127,JT저축은행,회전식정기예금(변동금리상품),제한없음,,"- 최초가입일 금리는 1년간 적용
(이후 약정한 회전주기(12개월)별로 계약기간 내에서 이자율이 변동되는 상품임)","[['12', '단리', 2, 2], ['24', '단리', 2, 2], ['36', '단리', 2, 2], ['12', '복리', 2, 2], ['24', '복리', 2, 2], ['36', '복리', 2, 2]]"
125,JT3320128,JT저축은행,회전정기예금_비대면(변동금리상품),제한없음,,"- 최초가입일 금리는 1년간 적용
(이후 약정한 회전주기(12개월)별로 계약기간 내에서 이자율이 변동되는 상품임)","[['12', '단리', 2, 2], ['24', '단리', 2, 2], ['36', '단리', 2, 2], ['12', '복리', 2, 2], ['24', '복리', 2, 2], ['36', '복리', 2, 2]]"
126,240032,삼호저축은행,정기예금(인터넷-모바일),없음,,없음,"[['6', '단리', 1.6, 1.6], ['12', '단리', 1.9, 1.9], ['24', '단리', 1.9, 1.9], ['36', '단리', 1.9, 1.9], ['6', '복리', 1.6, 1.6], ['12', '복리', 1.9, 1.9], ['24', '복리', 1.9, 1.9], ['36', '복리', 1.9, 1.9]]"
127,24002,신한저축은행,더드림정기예금,제한없음,,"- 3년제 이상 정기예금
- 회전주기(매1년)마다 영업점 방문 없이 자동회전
- 회전되는 시기의 정기예금 금리에 +0.1%
- 중도해지시 회전주기 완료기간에 대해 약정이율 적용","[['12', '단리', 1.8, 1.8], ['24', '단리', 1.8, 1.8], ['36', '단리', 1.8, 1.8], ['12', '복리', 1.8, 1.8], ['24', '복리', 1.8, 1.8], ['36', '복리', 1.8, 1.8]]"
128,24012,엔에이치저축은행,중도해지 Good 정기예금,제한없음,,없음,"[['24', '단리', 1.8, 1.8], ['24', '복리', 1.8, 1.8]]"
129,24502,엔에이치저축은행,비대면 정기예금,제한없음,,없음,"[['6', '단리', 1.5, 1.5], ['12', '단리', 1.9, 1.9], ['24', '단리', 1.9, 1.9], ['6', '복리', 1.5, 1.5], ['12', '복리', 1.9, 1.9], ['24', '복리', 1.9, 1.9]]"
130,TD,대신저축은행,정기예금,모든고객,,인터넷뱅킹으로 가입시 12개월이상+0.1%p 우대,"[['6', '단리', 1.7, 1.7], ['12', '단리', 1.9, 2], ['24', '단리', 1.9, 2], ['36', '단리', 1.9, 2], ['6', '복리', 1.7, 1.7], ['12', '복리', 1.9, 2], ['24', '복리', 1.9, 2], ['36', '복리', 1.9, 2]]"
131,TD07 TB07,대신저축은행,스마트정기예금,스마트뱅크 가입고객,,없음,"[['6', '단리', 1.7, 1.7], ['12', '단리', 2, 2], ['24', '단리', 2, 2], ['36', '단리', 2, 2], ['6', '복리', 1.7, 1.7], ['12', '복리', 2, 2], ['24', '복리', 2, 2], ['36', '복리', 2, 2]]"
132,240066,IBK저축은행,참기특한 정기예금,제한없음,,"비대면, 인터넷,모바일 가입시 0.1%우대(12개월이상)","[['6', '단리', 1.2, 1.2], ['12', '단리', 1.6, 1.6], ['24', '단리', 1.6, 1.6], ['36', '단리', 1.6, 1.6], ['6', '복리', 1.2, 1.2], ['12', '복리', 1.6, 1.6], ['24', '복리', 1.6, 1.6], ['36', '복리', 1.6, 1.6]]"
133,BNK1001,BNK저축은행,정기예금,제한없음,,인터넷가입시 0.1%우대,"[['6', '단리', 1.2, 1.3], ['12', '단리', 1.85, 1.95], ['24', '단리', 1.9, 2], ['36', '단리', 1.9, 2], ['6', '복리', 1.2, 1.3], ['12', '복리', 1.85, 1.95], ['24', '복리', 1.9, 2], ['36', '복리', 1.9, 2]]"
134,JTCSB240001,JT친애저축은행,정기예금,제한없음,,없음,"[['6', '단리', 1.3, 1.3], ['12', '단리', 1.8, 1.8], ['24', '단리', 1.9, 1.9], ['36', '단리', 1.9, 1.9], ['6', '복리', 1.3, 1.3], ['12', '복리', 1.8, 1.8], ['24', '복리', 1.9, 1.9], ['36', '복리', 1.9, 1.9]]"
135,JTCSB240060,JT친애저축은행,비대면 정기예금,제한없음,,없음,"[['6', '단리', 1.3, 1.3], ['12', '단리', 1.9, 1.9], ['24', '단리', 1.9, 1.9], ['36', '단리', 1.9, 1.9], ['6', '복리', 1.3, 1.3], ['12', '복리', 1.9, 1.9], ['24', '복리', 1.9, 1.9], ['36', '복리', 1.9, 1.9]]"
136,24010,신한저축은행,e-정기예금,제한없음,,없음,"[['6', '단리', 1.4, 1.4], ['12', '단리', 1.8, 1.8], ['24', '단리', 1.8, 1.8], ['36', '단리', 1.8, 1.8], ['6', '복리', 1.4, 1.4], ['12', '복리', 1.8, 1.8], ['24', '복리', 1.8, 1.8], ['36', '복리', 1.8, 1.8]]"
137,24110,신한저축은행,smart-정기예금,제한없음,,없음,"[['6', '단리', 1.4, 1.4], ['12', '단리', 1.8, 1.8], ['24', '단리', 1.8, 1.8], ['36', '단리', 1.8, 1.8], ['6', '복리', 1.4, 1.4], ['12', '복리', 1.8, 1.8], ['24', '복리', 1.8, 1.8], ['36', '복리', 1.8, 1.8]]"
138,1120241001,웰컴저축은행,정기예금,제한없음,,없음,"[['6', '단리', 1.2, 1.2], ['12', '단리', 2, 2], ['24', '단리', 2, 2], ['36', '단리', 2, 2], ['6', '복리', 1.2, 1.2], ['12', '복리', 2, 2], ['24', '복리', 2, 2], ['36', '복리', 2, 2]]"
139,1120241010,웰컴저축은행,WELCOME 릴레이정기예금,제한없음,,- 만기 자동재연장시 : 연 0.1%(재연장시점 기준),"[['12', '단리', 2, 2], ['24', '단리', 2, 2], ['12', '복리', 2, 2], ['24', '복리', 2, 2]]"
140,1120242001,웰컴저축은행,e-정기예금,제한없음,,- 없음,"[['6', '단리', 1.2, 1.2], ['12', '단리', 2.1, 2.1], ['24', '단리', 2.1, 2.1], ['36', '단리', 2.1, 2.1], ['6', '복리', 1.2, 1.2], ['12', '복리', 2.1, 2.1], ['24', '복리', 2.1, 2.1], ['36', '복리', 2.1, 2.1]]"
141,1120243002,웰컴저축은행,m-정기예금,제한없음,,없음,"[['6', '단리', 1.2, 1.2], ['12', '단리', 2.1, 2.1], ['24', '단리', 2.1, 2.1], ['36', '단리', 2.1, 2.1], ['6', '복리', 1.2, 1.2], ['12', '복리', 2.1, 2.1], ['24', '복리', 2.1, 2.1], ['36', '복리', 2.1, 2.1]]"
142,240062,OK저축은행,OK정기예금,제한없음,,-,"[['12', '단리', 1.9, 1.9], ['12', '복리', 1.9, 1.9]]"
143,240070,OK저축은행,OK안심정기예금(변동금리),제한없음,,3년제 정기예금으로 가입 후 매 1년 마다 해당시점 정기예금 1년 금리+0.1%로 자동연장되는 변동금리 상품. 매 1년 경과 후 중도해지 시 가입일부터 1년 경과 시점까지는 정상이율을 적용함,"[['12', '단리', 2, 2], ['24', '단리', 2, 2], ['36', '단리', 2, 2], ['12', '복리', 2, 2], ['24', '복리', 2, 2], ['36', '복리', 2, 2]]"
