,Date,High,Low,Open,Close,Volume
0,2020-05-08,488.0,386.0,450.0,396.0,25785006.0
1,2020-05-11,415.0,379.0,403.0,400.0,7788663.0
2,2020-05-12,420.0,374.0,415.0,385.0,5993978.0
3,2020-05-13,500.0,364.0,381.0,431.0,64871919.0
4,2020-05-14,450.0,400.0,433.0,412.0,9768982.0
5,2020-05-15,441.0,405.0,418.0,421.0,7012788.0
6,2020-05-18,449.0,411.0,421.0,435.0,8134828.0
7,2020-05-19,434.0,407.0,432.0,417.0,4302005.0
8,2020-05-20,422.0,410.0,413.0,418.0,1469793.0
9,2020-05-21,421.0,408.0,421.0,421.0,1432495.0
10,2020-05-22,459.0,414.0,421.0,440.0,5290434.0
11,2020-05-25,445.0,427.0,440.0,431.0,1672366.0
12,2020-05-26,434.0,417.0,432.0,421.0,1137229.0
13,2020-05-27,423.0,410.0,418.0,422.0,1305191.0
14,2020-05-28,434.0,412.0,418.0,416.0,1269416.0
15,2020-05-29,429.0,410.0,417.0,428.0,979796.0
16,2020-06-01,437.0,417.0,437.0,420.0,739750.0
17,2020-06-02,421.0,407.0,420.0,419.0,1198616.0
18,2020-06-03,426.0,410.0,412.0,419.0,1559417.0
19,2020-06-04,436.0,406.0,427.0,419.0,2513365.0
20,2020-06-05,443.0,415.0,419.0,436.0,2328644.0
21,2020-06-08,449.0,431.0,449.0,437.0,1435785.0
22,2020-06-09,445.0,429.0,437.0,431.0,1039654.0
23,2020-06-10,437.0,417.0,428.0,437.0,1464060.0
24,2020-06-11,438.0,423.0,438.0,426.0,884534.0
25,2020-06-12,433.0,404.0,425.0,428.0,1032021.0
26,2020-06-15,434.0,402.0,434.0,404.0,1065609.0
27,2020-06-16,433.0,404.0,404.0,421.0,888947.0
28,2020-06-17,432.0,413.0,421.0,419.0,652946.0
29,2020-06-18,437.0,417.0,419.0,432.0,1671159.0
30,2020-06-19,435.0,421.0,428.0,423.0,1231931.0
31,2020-06-22,432.0,420.0,427.0,430.0,1204858.0
32,2020-06-23,400.0,301.0,381.0,352.0,101051431.0
33,2020-06-24,368.0,316.0,350.0,320.0,19779054.0
34,2020-06-25,319.0,249.0,311.0,267.0,27949821.0
35,2020-06-26,279.0,255.0,277.0,259.0,15912639.0
36,2020-06-29,325.0,251.0,258.0,298.0,34210557.0
37,2020-06-30,352.0,289.0,303.0,323.0,37724241.0
38,2020-07-01,327.0,295.0,325.0,295.0,7631873.0
39,2020-07-02,314.0,290.0,290.0,300.0,5710817.0
40,2020-07-03,304.0,293.0,300.0,296.0,3771724.0
41,2020-07-06,300.0,258.0,273.0,288.0,9678019.0
42,2020-07-07,294.0,277.0,290.0,280.0,3303815.0
43,2020-07-08,289.0,265.0,276.0,286.0,4335355.0
44,2020-07-09,321.0,290.0,301.0,302.0,13591829.0
45,2020-07-10,301.0,288.0,301.0,292.0,3387675.0
46,2020-07-13,296.0,251.0,292.0,265.0,14674376.0
47,2020-07-14,270.0,256.0,265.0,263.0,4573920.0
48,2020-07-15,0.0,0.0,0.0,263.0,0.0
49,2020-07-16,0.0,0.0,0.0,263.0,0.0
50,2020-07-17,0.0,0.0,0.0,263.0,0.0
51,2020-07-20,0.0,0.0,0.0,263.0,0.0
52,2020-07-21,0.0,0.0,0.0,263.0,0.0
53,2020-07-22,0.0,0.0,0.0,263.0,0.0
54,2020-07-23,0.0,0.0,0.0,263.0,0.0
55,2020-07-24,0.0,0.0,0.0,263.0,0.0
