,index,High,Low,Open,Close,Volume
0,2020-05-04,16000.0,15000.0,15250.0,15700.0,7655.0
1,2020-05-06,15800.0,15550.0,15550.0,15650.0,3004.0
2,2020-05-07,16550.0,15800.0,16550.0,16000.0,4604.0
3,2020-05-08,16500.0,16050.0,16050.0,16450.0,4606.0
4,2020-05-11,16600.0,16050.0,16600.0,16500.0,3965.0
5,2020-05-12,16700.0,16050.0,16600.0,16350.0,3566.0
6,2020-05-13,16350.0,16000.0,16350.0,16050.0,3048.0
7,2020-05-14,16100.0,15700.0,16100.0,15700.0,4387.0
8,2020-05-15,16250.0,15500.0,15700.0,15900.0,2419.0
9,2020-05-18,16450.0,15750.0,15950.0,16400.0,5140.0
10,2020-05-19,16800.0,16400.0,16700.0,16600.0,5023.0
11,2020-05-20,17000.0,16250.0,16600.0,16450.0,2840.0
12,2020-05-21,16850.0,16500.0,16850.0,16750.0,4112.0
13,2020-05-22,17100.0,16250.0,16700.0,16250.0,2005.0
14,2020-05-25,18000.0,16250.0,16350.0,16900.0,13092.0
15,2020-05-26,17650.0,16900.0,17100.0,17300.0,7694.0
16,2020-05-27,17800.0,17100.0,17800.0,17300.0,3185.0
17,2020-05-28,17450.0,17000.0,17300.0,17000.0,4615.0
18,2020-05-29,17300.0,16800.0,17300.0,17300.0,5198.0
19,2020-06-01,17800.0,17050.0,17150.0,17150.0,2843.0
20,2020-06-02,17750.0,17200.0,17350.0,17250.0,2902.0
21,2020-06-03,17950.0,17350.0,17450.0,17750.0,13243.0
22,2020-06-04,17950.0,17600.0,17950.0,17700.0,6254.0
23,2020-06-05,18300.0,17500.0,18000.0,17700.0,4613.0
24,2020-06-08,18500.0,17700.0,18000.0,17900.0,7200.0
25,2020-06-09,17950.0,17550.0,17800.0,17700.0,2844.0
26,2020-06-10,20800.0,17450.0,18050.0,18050.0,78827.0
27,2020-06-11,18100.0,17500.0,18050.0,17500.0,7030.0
28,2020-06-12,17000.0,16600.0,17000.0,16800.0,5773.0
29,2020-06-15,16800.0,16250.0,16500.0,16250.0,16956.0
30,2020-06-16,16750.0,16400.0,16700.0,16550.0,4057.0
31,2020-06-17,16750.0,16300.0,16550.0,16700.0,3787.0
32,2020-06-18,16800.0,16400.0,16700.0,16700.0,5261.0
33,2020-06-19,16950.0,16600.0,16950.0,16850.0,2967.0
34,2020-06-22,17450.0,16650.0,17450.0,16800.0,3363.0
35,2020-06-23,16800.0,16450.0,16800.0,16700.0,1933.0
36,2020-06-24,16850.0,16550.0,16700.0,16600.0,2530.0
37,2020-06-25,16600.0,16300.0,16450.0,16500.0,5028.0
38,2020-06-26,16700.0,16250.0,16350.0,16400.0,5680.0
39,2020-06-29,16800.0,16150.0,16400.0,16200.0,2416.0
40,2020-06-30,16500.0,15950.0,16500.0,16050.0,4077.0
41,2020-07-01,16600.0,15950.0,16100.0,16150.0,5433.0
42,2020-07-02,16600.0,16050.0,16600.0,16100.0,3666.0
43,2020-07-03,16750.0,16050.0,16650.0,16250.0,1627.0
44,2020-07-06,16500.0,16050.0,16500.0,16350.0,3766.0
45,2020-07-07,16450.0,16150.0,16450.0,16350.0,1271.0
46,2020-07-08,16350.0,16250.0,16350.0,16350.0,1985.0
47,2020-07-09,16500.0,16200.0,16500.0,16200.0,1287.0
48,2020-07-10,16500.0,15950.0,16200.0,16000.0,5552.0
49,2020-07-13,16200.0,15950.0,16150.0,16200.0,1617.0
50,2020-07-14,16500.0,16000.0,16500.0,16200.0,1943.0
51,2020-07-15,16500.0,16250.0,16500.0,16250.0,1569.0
52,2020-07-16,16250.0,16100.0,16100.0,16150.0,2247.0
53,2020-07-17,16500.0,16100.0,16500.0,16400.0,2212.0
54,2020-07-20,16750.0,16400.0,16400.0,16750.0,4657.0
55,2020-07-21,16950.0,16550.0,16800.0,16700.0,4017.0
56,2020-07-22,17000.0,16700.0,16700.0,16850.0,6015.0
57,2020-07-23,17000.0,16700.0,17000.0,16950.0,2964.0
58,2020-07-24,17050.0,16650.0,16950.0,16950.0,7106.0
59,2020-07-27,17250.0,16700.0,17250.0,16700.0,3199.0
60,2020-07-28,16950.0,16550.0,16950.0,16700.0,3021.0
61,2020-07-29,16950.0,16550.0,16950.0,16600.0,1913.0
62,2020-07-30,16950.0,16600.0,16950.0,16650.0,2348.0
63,2020-07-31,16800.0,16300.0,16650.0,16600.0,7760.0
64,2020-08-03,16950.0,16450.0,16650.0,16650.0,3648.0
65,2020-08-04,16700.0,16300.0,16700.0,16650.0,3523.0
66,2020-08-05,16800.0,16500.0,16800.0,16550.0,1751.0
67,2020-08-06,16750.0,16550.0,16600.0,16650.0,3036.0
68,2020-08-07,16750.0,16450.0,16650.0,16750.0,1608.0
69,2020-08-10,16850.0,16550.0,16750.0,16700.0,5371.0
70,2020-08-11,16950.0,16700.0,16850.0,16700.0,8244.0
71,2020-08-12,17200.0,16500.0,16950.0,16700.0,11166.0
72,2020-08-13,17050.0,16700.0,16700.0,16950.0,2391.0
73,2020-08-14,17050.0,16800.0,17050.0,16800.0,4794.0
74,2020-08-18,19750.0,17500.0,18250.0,17900.0,161095.0
75,2020-08-19,19900.0,18200.0,18250.0,19050.0,76103.0
76,2020-08-20,19350.0,17500.0,19350.0,17800.0,47513.0
77,2020-08-21,18350.0,17750.0,17850.0,17850.0,30113.0
78,2020-08-24,18000.0,17000.0,17850.0,17900.0,21601.0
79,2020-08-25,18800.0,17600.0,17900.0,18400.0,14112.0
80,2020-08-26,18700.0,17550.0,18400.0,18400.0,24849.0
81,2020-08-27,18800.0,18100.0,18800.0,18250.0,4538.0
82,2020-08-28,18350.0,17700.0,18150.0,18000.0,25092.0
83,2020-08-31,18600.0,18150.0,18200.0,18250.0,12188.0
84,2020-09-01,19800.0,17900.0,18250.0,19750.0,55223.0
85,2020-09-02,21300.0,19850.0,20750.0,20300.0,69037.0
86,2020-09-03,22550.0,20700.0,20850.0,22350.0,112372.0
87,2020-09-04,24800.0,21050.0,21100.0,24800.0,209946.0
88,2020-09-07,31400.0,25550.0,26300.0,28000.0,726012.0
89,2020-09-08,28600.0,24750.0,28500.0,24950.0,223307.0
90,2020-09-09,26850.0,24300.0,24700.0,25800.0,162864.0
91,2020-09-10,26650.0,25000.0,25800.0,25850.0,52096.0
92,2020-09-11,25900.0,24650.0,25300.0,25500.0,38893.0
93,2020-09-14,26550.0,25850.0,26500.0,25950.0,47537.0
94,2020-09-15,27000.0,25900.0,27000.0,26400.0,42176.0
95,2020-09-16,26400.0,25250.0,26150.0,25450.0,45429.0
96,2020-09-17,25300.0,24000.0,25300.0,24250.0,40432.0
97,2020-09-18,24450.0,23150.0,24450.0,23650.0,33373.0
98,2020-09-21,24000.0,21600.0,23600.0,22150.0,40144.0
99,2020-09-22,22100.0,20200.0,22100.0,20700.0,80716.0
100,2020-09-23,21500.0,19950.0,20900.0,21150.0,47352.0
101,2020-09-24,21300.0,20200.0,20500.0,20250.0,23856.0
102,2020-09-25,20850.0,19900.0,20500.0,20400.0,17321.0
103,2020-09-28,21850.0,20500.0,20500.0,21600.0,16846.0
