,index,High,Low,Open,Close,Volume
0,2020-05-04,36750.0,34750.0,36000.0,36000.0,60679.0
1,2020-05-06,37100.0,35450.0,37100.0,36000.0,69528.0
2,2020-05-07,37000.0,35150.0,36200.0,35700.0,88315.0
3,2020-05-08,37000.0,36100.0,36450.0,37000.0,98061.0
4,2020-05-11,39000.0,37300.0,38000.0,38750.0,165642.0
5,2020-05-12,39500.0,37750.0,38900.0,39200.0,123539.0
6,2020-05-13,39600.0,38100.0,38100.0,38900.0,65926.0
7,2020-05-14,38900.0,37400.0,38250.0,37900.0,74402.0
8,2020-05-15,38450.0,37300.0,38200.0,37950.0,40658.0
9,2020-05-18,37950.0,36350.0,37950.0,36400.0,79854.0
10,2020-05-19,36450.0,35200.0,36400.0,35650.0,116910.0
11,2020-05-20,36200.0,35150.0,35650.0,35300.0,85975.0
12,2020-05-21,35750.0,34950.0,35750.0,35500.0,64520.0
13,2020-05-22,37250.0,35550.0,35850.0,36300.0,106390.0
14,2020-05-25,38400.0,35750.0,36450.0,38350.0,149323.0
15,2020-05-26,40900.0,39050.0,39200.0,39400.0,317253.0
16,2020-05-27,40500.0,38700.0,40500.0,39800.0,139465.0
17,2020-05-28,40400.0,37800.0,39700.0,38250.0,156718.0
18,2020-05-29,39900.0,38050.0,38250.0,39600.0,102068.0
19,2020-06-01,41450.0,38950.0,40300.0,41000.0,160802.0
20,2020-06-02,41700.0,40400.0,40700.0,41300.0,86471.0
21,2020-06-03,41800.0,40050.0,41500.0,40800.0,106752.0
22,2020-06-04,41200.0,39650.0,40800.0,39700.0,98407.0
23,2020-06-05,40300.0,38800.0,40100.0,39750.0,65120.0
24,2020-06-08,40300.0,39250.0,39900.0,39500.0,62282.0
25,2020-06-09,39950.0,38750.0,39800.0,39500.0,46794.0
26,2020-06-10,39900.0,38750.0,39450.0,39000.0,54187.0
27,2020-06-11,39100.0,38300.0,39100.0,38400.0,56047.0
28,2020-06-12,37900.0,36150.0,36400.0,37900.0,81854.0
29,2020-06-15,37900.0,35900.0,37900.0,36100.0,83307.0
30,2020-06-16,37850.0,36750.0,36950.0,37200.0,66554.0
31,2020-06-17,38800.0,36750.0,37600.0,37950.0,61053.0
32,2020-06-18,38800.0,37300.0,38050.0,37400.0,45919.0
33,2020-06-19,38000.0,36900.0,37800.0,37250.0,29570.0
34,2020-06-22,37600.0,37000.0,37250.0,37550.0,23735.0
35,2020-06-23,38200.0,37150.0,37900.0,37650.0,39624.0
36,2020-06-24,38000.0,36850.0,37400.0,37000.0,61886.0
37,2020-06-25,37100.0,36400.0,36500.0,36600.0,30175.0
38,2020-06-26,37000.0,36000.0,37000.0,36350.0,34974.0
39,2020-06-29,36800.0,35600.0,35750.0,36300.0,27752.0
40,2020-06-30,36950.0,36150.0,36450.0,36750.0,23430.0
41,2020-07-01,36750.0,35650.0,36750.0,35650.0,41366.0
42,2020-07-02,36200.0,35700.0,35800.0,35950.0,16073.0
43,2020-07-03,36450.0,35750.0,36100.0,36300.0,15016.0
44,2020-07-06,36200.0,35550.0,35700.0,35750.0,39801.0
45,2020-07-07,36050.0,34850.0,36050.0,35000.0,47998.0
46,2020-07-08,35450.0,34900.0,35000.0,34950.0,26607.0
47,2020-07-09,35650.0,34500.0,35050.0,34800.0,43296.0
48,2020-07-10,34800.0,34050.0,34500.0,34200.0,41667.0
49,2020-07-13,34600.0,33850.0,34500.0,34100.0,33872.0
50,2020-07-14,34300.0,33400.0,34300.0,33750.0,53168.0
51,2020-07-15,34500.0,33650.0,34000.0,34100.0,37055.0
52,2020-07-16,35500.0,34150.0,34350.0,35200.0,60516.0
53,2020-07-17,35400.0,34400.0,35400.0,34800.0,34248.0
54,2020-07-20,35000.0,34100.0,34800.0,34950.0,25905.0
55,2020-07-21,35450.0,34750.0,35000.0,35400.0,38717.0
56,2020-07-22,35400.0,33900.0,35400.0,34550.0,72569.0
57,2020-07-23,34700.0,33800.0,34550.0,34000.0,43323.0
58,2020-07-24,33900.0,33200.0,33900.0,33500.0,45212.0
59,2020-07-27,34000.0,33000.0,33000.0,33900.0,23240.0
60,2020-07-28,33950.0,33350.0,33950.0,33800.0,23595.0
61,2020-07-29,34300.0,33650.0,33800.0,34000.0,25381.0
62,2020-07-30,34450.0,33700.0,34000.0,34300.0,22509.0
63,2020-07-31,34500.0,33300.0,34300.0,33350.0,72662.0
64,2020-08-03,33700.0,32950.0,33400.0,33350.0,22682.0
65,2020-08-04,34500.0,33300.0,33400.0,34500.0,70576.0
66,2020-08-05,35300.0,34350.0,34600.0,35000.0,69202.0
67,2020-08-06,36850.0,34100.0,35000.0,36000.0,156986.0
68,2020-08-07,36750.0,35300.0,36700.0,35600.0,74845.0
69,2020-08-10,36100.0,34700.0,35700.0,35000.0,51726.0
70,2020-08-11,35150.0,34550.0,35150.0,34700.0,42289.0
71,2020-08-12,35600.0,33950.0,34800.0,35200.0,76849.0
72,2020-08-13,36450.0,35100.0,35500.0,35500.0,69846.0
73,2020-08-14,36450.0,35250.0,35900.0,36200.0,54722.0
74,2020-08-18,35950.0,34200.0,35800.0,34250.0,52191.0
75,2020-08-19,34850.0,33900.0,34300.0,34250.0,39560.0
76,2020-08-20,34250.0,31800.0,34050.0,32600.0,65086.0
