,Date,High,Low,Open,Close,Volume
0,2020-05-08,1915.0,1745.0,1755.0,1810.0,3246894.0
1,2020-05-11,1825.0,1720.0,1815.0,1780.0,719295.0
2,2020-05-12,1790.0,1680.0,1780.0,1710.0,647931.0
3,2020-05-13,1710.0,1670.0,1685.0,1685.0,217696.0
4,2020-05-14,1745.0,1675.0,1705.0,1680.0,351657.0
5,2020-05-15,1710.0,1650.0,1680.0,1675.0,256782.0
6,2020-05-18,1700.0,1600.0,1700.0,1620.0,419133.0
7,2020-05-19,1745.0,1625.0,1645.0,1715.0,590061.0
8,2020-05-20,1765.0,1715.0,1745.0,1730.0,232585.0
9,2020-05-21,1795.0,1740.0,1755.0,1775.0,524494.0
10,2020-05-22,1800.0,1670.0,1800.0,1695.0,523922.0
11,2020-05-25,1720.0,1625.0,1675.0,1650.0,481509.0
12,2020-05-26,1695.0,1610.0,1640.0,1675.0,255162.0
13,2020-05-27,1695.0,1660.0,1675.0,1665.0,275681.0
14,2020-05-28,1680.0,1600.0,1665.0,1615.0,314068.0
15,2020-05-29,1600.0,1540.0,1600.0,1555.0,569073.0
16,2020-06-01,1625.0,1555.0,1560.0,1615.0,228411.0
17,2020-06-02,1665.0,1600.0,1615.0,1665.0,283047.0
18,2020-06-03,1685.0,1650.0,1685.0,1680.0,394652.0
19,2020-06-04,1740.0,1665.0,1685.0,1705.0,572170.0
20,2020-06-05,1735.0,1655.0,1715.0,1705.0,489638.0
21,2020-06-08,1735.0,1660.0,1725.0,1685.0,188286.0
22,2020-06-09,1705.0,1650.0,1675.0,1670.0,221422.0
23,2020-06-10,1675.0,1640.0,1670.0,1655.0,200465.0
24,2020-06-11,1655.0,1585.0,1650.0,1590.0,369359.0
25,2020-06-12,1560.0,1465.0,1540.0,1520.0,332896.0
26,2020-06-15,1550.0,1375.0,1550.0,1375.0,604064.0
27,2020-06-16,1465.0,1410.0,1420.0,1450.0,215553.0
28,2020-06-17,1460.0,1400.0,1440.0,1405.0,273851.0
29,2020-06-18,1410.0,1380.0,1405.0,1400.0,211030.0
30,2020-06-19,1440.0,1390.0,1405.0,1405.0,121537.0
31,2020-06-22,1420.0,1390.0,1405.0,1395.0,111768.0
32,2020-06-23,1500.0,1400.0,1430.0,1430.0,292578.0
33,2020-06-24,1465.0,1430.0,1440.0,1440.0,125522.0
