,Date,High,Low,Open,Close,Volume
0,2020-04-22,2005.0,1985.0,2005.0,2000.0,52.0
1,2020-04-23,2000.0,1980.0,1980.0,1985.0,16401.0
2,2020-04-24,1995.0,1985.0,1985.0,1985.0,5415.0
3,2020-04-27,2000.0,1980.0,1980.0,1995.0,791.0
4,2020-04-28,2000.0,1995.0,1995.0,1995.0,4749.0
5,2020-04-29,2000.0,1990.0,1995.0,2000.0,728.0
6,2020-05-04,1995.0,1985.0,1985.0,1995.0,9493.0
7,2020-05-06,2000.0,1995.0,1995.0,2000.0,81.0
8,2020-05-07,2005.0,1985.0,1985.0,1995.0,7341.0
9,2020-05-08,2005.0,1995.0,1995.0,2005.0,3204.0
10,2020-05-11,2010.0,2005.0,2005.0,2005.0,9881.0
11,2020-05-12,2010.0,1985.0,1985.0,1995.0,902.0
12,2020-05-13,2005.0,1985.0,1985.0,2005.0,2008.0
13,2020-05-14,2005.0,1990.0,1995.0,2005.0,1024.0
14,2020-05-15,2005.0,1990.0,1990.0,2005.0,3539.0
15,2020-05-18,2005.0,1990.0,1990.0,1990.0,12528.0
16,2020-05-19,2010.0,1990.0,1995.0,2010.0,2150.0
17,2020-05-20,2010.0,2000.0,2000.0,2000.0,1731.0
18,2020-05-21,2000.0,1995.0,1995.0,2000.0,677.0
19,2020-05-22,2005.0,1995.0,2005.0,2000.0,2483.0
20,2020-05-25,2010.0,1995.0,1995.0,2010.0,1953.0
21,2020-05-26,2005.0,2000.0,2000.0,2000.0,10006.0
22,2020-05-27,2005.0,1995.0,1995.0,2005.0,1282.0
23,2020-05-28,2010.0,1995.0,1995.0,1995.0,1328.0
24,2020-05-29,2005.0,1995.0,2000.0,2000.0,1012.0
25,2020-06-01,2005.0,1995.0,1995.0,2005.0,2382.0
26,2020-06-02,2010.0,1995.0,2000.0,2000.0,4635.0
27,2020-06-03,2000.0,2000.0,2000.0,2000.0,0.0
28,2020-06-04,2000.0,1995.0,1995.0,2000.0,1046.0
29,2020-06-05,2000.0,1995.0,1995.0,2000.0,501.0
30,2020-06-08,2000.0,1995.0,2000.0,1995.0,13043.0
31,2020-06-09,2005.0,1995.0,2005.0,2000.0,1405.0
32,2020-06-10,2005.0,1995.0,2000.0,2005.0,4809.0
33,2020-06-11,2010.0,1995.0,1995.0,2010.0,6051.0
34,2020-06-12,2010.0,2000.0,2000.0,2010.0,6006.0
35,2020-06-15,2000.0,2000.0,2000.0,2000.0,0.0
36,2020-06-16,2005.0,1995.0,2005.0,2005.0,4807.0
37,2020-06-17,2010.0,2010.0,2010.0,2010.0,1.0
38,2020-06-18,2000.0,2000.0,2000.0,2000.0,0.0
39,2020-06-19,2000.0,2000.0,2000.0,2000.0,399.0
40,2020-06-22,2000.0,1995.0,1995.0,1995.0,21171.0
41,2020-06-23,2000.0,1990.0,1995.0,2000.0,27763.0
42,2020-06-24,2005.0,1985.0,1990.0,1985.0,56532.0
43,2020-06-25,2000.0,1985.0,1985.0,2000.0,12975.0
44,2020-06-26,2000.0,1985.0,2000.0,2000.0,17535.0
45,2020-06-29,2000.0,2000.0,2000.0,2000.0,836.0
46,2020-06-30,2005.0,1985.0,1985.0,2005.0,1004.0
47,2020-07-01,2000.0,2000.0,2000.0,2000.0,0.0
48,2020-07-02,2000.0,1980.0,1985.0,2000.0,34002.0
49,2020-07-03,2000.0,2000.0,2000.0,2000.0,501.0
50,2020-07-06,1995.0,1980.0,1995.0,1995.0,60262.0
51,2020-07-07,1995.0,1985.0,1995.0,1995.0,13117.0
52,2020-07-08,2000.0,1980.0,1990.0,1995.0,20018.0
53,2020-07-09,2000.0,1990.0,2000.0,1995.0,9003.0
54,2020-07-10,2000.0,1990.0,2000.0,1995.0,4110.0
55,2020-07-13,2000.0,1995.0,1995.0,1995.0,209.0
56,2020-07-14,1990.0,1990.0,1990.0,1990.0,1525.0
57,2020-07-15,1990.0,1990.0,1990.0,1990.0,0.0
58,2020-07-16,1990.0,1985.0,1990.0,1990.0,5587.0
59,2020-07-17,2000.0,1990.0,1990.0,1990.0,682.0
60,2020-07-20,1990.0,1985.0,1990.0,1990.0,4116.0
61,2020-07-21,1995.0,1980.0,1980.0,1995.0,39158.0
62,2020-07-22,2000.0,1990.0,1995.0,1995.0,642.0
63,2020-07-23,1995.0,1985.0,1985.0,1995.0,3916.0
64,2020-07-24,1995.0,1995.0,1995.0,1995.0,105.0
65,2020-07-27,1995.0,1995.0,1995.0,1995.0,1006.0
66,2020-07-28,1995.0,1995.0,1995.0,1995.0,5.0
67,2020-07-29,1995.0,1990.0,1995.0,1995.0,2036.0
68,2020-07-30,2000.0,1980.0,1980.0,2000.0,201.0
69,2020-07-31,2000.0,2000.0,2000.0,2000.0,0.0
70,2020-08-03,1990.0,1980.0,1980.0,1985.0,23221.0
71,2020-08-04,1990.0,1980.0,1980.0,1990.0,19406.0
72,2020-08-05,1985.0,1980.0,1985.0,1980.0,62619.0
73,2020-08-06,1985.0,1980.0,1980.0,1980.0,10449.0
74,2020-08-07,1995.0,1985.0,1995.0,1985.0,21.0
75,2020-08-10,1990.0,1980.0,1980.0,1990.0,14337.0
76,2020-08-11,1990.0,1990.0,1990.0,1990.0,0.0
