,Date,High,Low,Open,Close,Volume
0,2020-04-22,353.0,326.0,353.0,330.0,21234043.0
1,2020-04-23,344.0,324.0,328.0,326.0,11378622.0
2,2020-04-24,326.0,306.0,320.0,317.0,12493300.0
3,2020-04-27,324.0,306.0,314.0,319.0,7592596.0
4,2020-04-28,325.0,308.0,325.0,310.0,4365140.0
5,2020-04-29,316.0,304.0,308.0,312.0,4150809.0
6,2020-05-04,315.0,302.0,308.0,309.0,1907834.0
7,2020-05-06,315.0,307.0,312.0,309.0,2110327.0
8,2020-05-07,316.0,306.0,309.0,312.0,2803793.0
9,2020-05-08,314.0,306.0,313.0,308.0,2457785.0
10,2020-05-11,312.0,305.0,309.0,306.0,1450135.0
11,2020-05-12,308.0,299.0,306.0,303.0,2510121.0
12,2020-05-13,348.0,291.0,292.0,323.0,37781221.0
13,2020-05-14,328.0,311.0,321.0,314.0,5558484.0
14,2020-05-15,317.0,306.0,315.0,307.0,2907892.0
15,2020-05-18,339.0,311.0,312.0,315.0,6698190.0
16,2020-05-19,321.0,309.0,318.0,313.0,2755516.0
17,2020-05-20,330.0,309.0,312.0,317.0,4402869.0
18,2020-05-21,322.0,316.0,319.0,320.0,2209671.0
19,2020-05-22,330.0,309.0,322.0,313.0,2798178.0
20,2020-05-25,316.0,307.0,315.0,312.0,1731934.0
21,2020-05-26,320.0,306.0,312.0,317.0,2355497.0
22,2020-05-27,325.0,311.0,316.0,321.0,4834474.0
23,2020-05-28,326.0,308.0,324.0,309.0,3479178.0
24,2020-05-29,304.0,270.0,295.0,289.0,6988081.0
25,2020-06-01,295.0,282.0,285.0,290.0,2216381.0
26,2020-06-02,291.0,281.0,291.0,286.0,2432257.0
27,2020-06-03,288.0,281.0,287.0,285.0,1834270.0
28,2020-06-04,296.0,283.0,288.0,285.0,2605862.0
29,2020-06-05,291.0,281.0,285.0,289.0,1759722.0
30,2020-06-08,292.0,285.0,289.0,289.0,1913448.0
31,2020-06-09,292.0,286.0,289.0,291.0,1634512.0
32,2020-06-10,294.0,281.0,293.0,284.0,2000501.0
33,2020-06-11,284.0,266.0,284.0,275.0,2705740.0
34,2020-06-12,272.0,255.0,260.0,266.0,2396011.0
35,2020-06-15,271.0,241.0,271.0,245.0,2798972.0
36,2020-06-16,274.0,239.0,239.0,249.0,5059899.0
37,2020-06-17,245.0,224.0,240.0,230.0,5789268.0
38,2020-06-18,230.0,209.0,227.0,210.0,6832396.0
39,2020-06-19,216.0,198.0,210.0,203.0,5809883.0
40,2020-06-22,206.0,196.0,205.0,201.0,3060192.0
41,2020-06-23,205.0,190.0,201.0,194.0,4064895.0
42,2020-06-24,229.0,186.0,195.0,202.0,10166745.0
43,2020-06-25,209.0,186.0,197.0,187.0,7442220.0
44,2020-06-26,190.0,177.0,189.0,179.0,3380649.0
45,2020-06-29,178.0,162.0,176.0,162.0,5391894.0
46,2020-06-30,210.0,165.0,166.0,179.0,41586871.0
47,2020-07-01,184.0,164.0,180.0,169.0,6660509.0
48,2020-07-02,175.0,159.0,171.0,169.0,5970636.0
49,2020-07-03,172.0,164.0,170.0,166.0,2739244.0
50,2020-07-06,176.0,166.0,167.0,166.0,3331034.0
51,2020-07-07,168.0,161.0,166.0,163.0,3151920.0
