,Date,High,Low,Open,Close,Volume
0,2020-05-04,1547.25,1547.25,1547.25,1547.25,0.0
1,2020-05-06,1547.25,1547.25,1547.25,1547.25,0.0
2,2020-05-07,1547.25,1547.25,1547.25,1547.25,0.0
3,2020-05-08,1547.25,1547.25,1547.25,1547.25,0.0
4,2020-05-11,1547.25,1547.25,1547.25,1547.25,0.0
5,2020-05-12,1547.25,1547.25,1547.25,1547.25,0.0
6,2020-05-13,1547.25,1547.25,1547.25,1547.25,0.0
7,2020-05-14,1547.25,1547.25,1547.25,1547.25,0.0
8,2020-05-15,1547.25,1547.25,1547.25,1547.25,0.0
9,2020-05-18,1547.25,1547.25,1547.25,1547.25,0.0
10,2020-05-19,1547.25,1547.25,1547.25,1547.25,0.0
11,2020-05-20,1547.25,1547.25,1547.25,1547.25,0.0
12,2020-05-21,1547.25,1547.25,1547.25,1547.25,0.0
13,2020-05-22,1547.25,1547.25,1547.25,1547.25,0.0
14,2020-05-25,1547.25,1547.25,1547.25,1547.25,0.0
15,2020-05-26,1537.199951171875,1537.199951171875,1537.199951171875,1537.199951171875,0.0
16,2020-05-27,1537.199951171875,1537.199951171875,1537.199951171875,1537.199951171875,0.0
17,2020-05-28,1537.199951171875,1537.199951171875,1537.199951171875,1537.199951171875,0.0
18,2020-05-29,1537.199951171875,1537.199951171875,1537.199951171875,1537.199951171875,0.0
19,2020-06-01,1537.199951171875,1537.199951171875,1537.199951171875,1537.199951171875,0.0
20,2020-06-02,1537.199951171875,1537.199951171875,1537.199951171875,1537.199951171875,0.0
21,2020-06-03,1537.199951171875,1537.199951171875,1537.199951171875,1537.199951171875,0.0
22,2020-06-04,1537.199951171875,1537.199951171875,1537.199951171875,1537.199951171875,0.0
23,2020-06-05,1537.199951171875,1537.199951171875,1537.199951171875,1537.199951171875,0.0
24,2020-06-08,1537.199951171875,1537.199951171875,1537.199951171875,1537.199951171875,0.0
