,Date,High,Low,Open,Close,Volume
0,2020-05-08,85700.0,81500.0,81500.0,84900.0,10744.0
1,2020-05-11,88400.0,84000.0,85300.0,87000.0,21581.0
2,2020-05-12,87200.0,84100.0,87000.0,86900.0,6514.0
3,2020-05-13,87000.0,84700.0,86000.0,86500.0,4500.0
4,2020-05-14,86400.0,83900.0,85300.0,84400.0,10071.0
5,2020-05-15,86200.0,82900.0,83900.0,84400.0,14651.0
6,2020-05-18,88700.0,84100.0,85100.0,87200.0,15146.0
7,2020-05-19,90700.0,82500.0,88500.0,90400.0,19133.0
8,2020-05-20,98900.0,89500.0,90000.0,97500.0,57477.0
9,2020-05-21,103100.0,98000.0,98000.0,100900.0,28919.0
10,2020-05-22,101500.0,96300.0,100100.0,98000.0,22247.0
11,2020-05-25,99200.0,96000.0,98800.0,98200.0,15584.0
12,2020-05-26,97700.0,94500.0,97400.0,94500.0,27348.0
13,2020-05-27,94900.0,89700.0,94300.0,91800.0,31138.0
14,2020-05-28,91500.0,86000.0,90700.0,86900.0,32879.0
15,2020-05-29,85700.0,80800.0,83900.0,85200.0,35700.0
16,2020-06-01,84700.0,80000.0,83500.0,81200.0,44395.0
17,2020-06-02,84500.0,80600.0,81200.0,83800.0,17593.0
18,2020-06-03,87400.0,83500.0,83900.0,84400.0,19455.0
19,2020-06-04,84500.0,81900.0,84000.0,82800.0,25012.0
20,2020-06-05,84300.0,81800.0,82800.0,83200.0,8730.0
21,2020-06-08,87500.0,82100.0,83200.0,84000.0,29502.0
22,2020-06-09,85300.0,82100.0,85300.0,82500.0,12505.0
23,2020-06-10,83300.0,81000.0,82500.0,81100.0,15314.0
24,2020-06-11,81800.0,77500.0,80800.0,80000.0,63257.0
25,2020-06-12,79100.0,76900.0,77200.0,78400.0,17423.0
26,2020-06-15,80100.0,75300.0,78400.0,75700.0,15538.0
27,2020-06-16,72000.0,67100.0,69800.0,70500.0,103978.0
28,2020-06-17,71000.0,68400.0,69700.0,70800.0,24439.0
29,2020-06-18,71700.0,69900.0,71300.0,70000.0,10823.0
30,2020-06-19,70500.0,68800.0,70000.0,69000.0,9727.0
31,2020-06-22,70000.0,65700.0,68400.0,66900.0,19745.0
32,2020-06-23,67700.0,65300.0,67100.0,66400.0,21050.0
33,2020-06-24,69400.0,65900.0,65900.0,69000.0,11193.0
34,2020-06-25,68900.0,66800.0,67300.0,68600.0,5836.0
35,2020-06-26,72600.0,67400.0,67900.0,72600.0,10102.0
36,2020-06-29,72500.0,70600.0,72400.0,71800.0,8753.0
37,2020-06-30,72800.0,68900.0,72800.0,70900.0,8834.0
38,2020-07-01,71500.0,69900.0,70500.0,69900.0,3702.0
39,2020-07-02,70500.0,68000.0,68000.0,70000.0,1954.0
40,2020-07-03,71000.0,69400.0,70000.0,70400.0,4067.0
41,2020-07-06,71500.0,69600.0,70400.0,70400.0,3699.0
42,2020-07-07,70700.0,69900.0,70700.0,69900.0,5163.0
43,2020-07-08,70900.0,68800.0,69900.0,69600.0,6762.0
44,2020-07-09,70100.0,68800.0,69100.0,69400.0,4419.0
45,2020-07-10,69900.0,68500.0,69400.0,69100.0,3215.0
46,2020-07-13,70200.0,67700.0,70200.0,68000.0,4762.0
47,2020-07-14,68200.0,67100.0,67700.0,67800.0,3607.0
48,2020-07-15,68300.0,67800.0,67800.0,68100.0,3257.0
49,2020-07-16,68800.0,67400.0,68100.0,68100.0,4379.0
50,2020-07-17,68300.0,67500.0,67500.0,68200.0,4141.0
51,2020-07-20,69300.0,67700.0,68200.0,69300.0,7267.0
52,2020-07-21,69400.0,68600.0,69300.0,69300.0,6191.0
53,2020-07-22,69800.0,68700.0,69300.0,69500.0,5243.0
54,2020-07-23,69800.0,68900.0,69500.0,69200.0,4723.0
55,2020-07-24,69300.0,68000.0,69200.0,69000.0,3700.0
56,2020-07-27,69000.0,68100.0,69000.0,68400.0,3451.0
57,2020-07-28,72200.0,68600.0,72100.0,69800.0,11547.0
58,2020-07-29,70000.0,68600.0,69300.0,69900.0,5767.0
59,2020-07-30,70500.0,69000.0,70300.0,69900.0,7686.0
60,2020-07-31,70300.0,68800.0,69900.0,70300.0,12167.0
61,2020-08-03,79600.0,70200.0,70400.0,77000.0,49294.0
62,2020-08-04,77700.0,74200.0,77100.0,75700.0,14016.0
63,2020-08-05,80400.0,75100.0,75700.0,80400.0,23238.0
64,2020-08-06,81800.0,79000.0,79500.0,79900.0,10617.0
65,2020-08-07,80700.0,77800.0,79900.0,79600.0,6801.0
66,2020-08-10,88400.0,78500.0,80400.0,86500.0,39623.0
67,2020-08-11,88100.0,85300.0,88000.0,87000.0,13474.0
68,2020-08-12,91000.0,87100.0,87700.0,90100.0,26809.0
69,2020-08-13,95000.0,90800.0,91900.0,94400.0,34824.0
70,2020-08-14,111000.0,94900.0,110000.0,95000.0,115170.0
71,2020-08-18,93100.0,84200.0,92000.0,85200.0,50203.0
72,2020-08-19,98800.0,85500.0,85500.0,92500.0,56971.0
73,2020-08-20,94600.0,89200.0,91300.0,91500.0,18752.0
74,2020-08-21,98400.0,91100.0,93100.0,98200.0,37568.0
75,2020-08-24,101600.0,97600.0,99700.0,99900.0,28353.0
76,2020-08-25,100700.0,99100.0,99900.0,100000.0,9993.0
77,2020-08-26,101100.0,97500.0,100300.0,98000.0,14214.0
78,2020-08-27,100900.0,96900.0,100400.0,97200.0,16193.0
79,2020-08-28,98500.0,95700.0,97300.0,97500.0,7440.0
80,2020-08-31,98800.0,94000.0,97800.0,95000.0,15574.0
81,2020-09-01,101000.0,94000.0,95100.0,100700.0,23433.0
82,2020-09-02,104300.0,99200.0,101000.0,101000.0,23025.0
83,2020-09-03,102200.0,99300.0,102000.0,100200.0,8565.0
84,2020-09-04,99000.0,96200.0,98200.0,97800.0,12368.0
85,2020-09-07,100500.0,97500.0,97800.0,100000.0,15434.0
86,2020-09-08,106900.0,100000.0,100000.0,105200.0,26049.0
